uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,startDate,collectDate,eventID,boutNumber,sampleID,sampleCode,sampleCondition,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,affectedByWind,samplerType,sampleNumber,towsTrapsNumber,towsTrapsVolume,zooDepth1,zooDepth2,zooDepth3,remarks,recordedBy,collectedBy,dataQF
"fbedfdb3-a51b-47a6-a607-5eeb90580d24","D09","PRLA","PRLA.AOS.littoral2",47.160850,-99.120215,1.1,10.0,"WGS84",562.3,1.0,"lake","2021-04-20T13:56Z","2021-04-20T13:56Z","PRLA.20210420",1,"PRLA.20210420.SCHINDLER.2","A00000240981",,"NEON.DOC.001194vJ",,"OK - within bout window","N","Schindler-Patalas",2,2,24.00,0.5,0.5,,,"0000-0003-4092-4649","0000-0002-1892-7221",
"29872897-30eb-4e48-95d9-daa40510d358","D09","PRLA","PRLA.AOS.buoy.c0",47.159718,-99.118723,10.0,10.0,"WGS84",561.0,10.0,"lake","2021-04-20T13:56Z","2021-04-20T13:56Z","PRLA.20210420",1,"PRLA.20210420.SCHINDLER.3","A00000240983",,"NEON.DOC.001194vJ",,"OK - within bout window","N","Schindler-Patalas",3,3,36.00,0.5,1.6,2.6,,"0000-0003-4092-4649","0000-0002-1892-7221",
"d8e309cd-38ea-4dce-8aa9-4bab6ca51b8b","D09","PRLA","PRLA.AOS.littoral1",47.159093,-99.114228,1.1,10.0,"WGS84",562.4,1.0,"lake","2021-04-20T13:56Z","2021-04-20T13:56Z","PRLA.20210420",1,"PRLA.20210420.SCHINDLER.1","A00000240982",,"NEON.DOC.001194vJ",,"OK - within bout window","N","Schindler-Patalas",1,2,24.00,0.5,1.0,,,"0000-0003-4092-4649","0000-0002-1892-7221",
