siteID,mean_body_length,sd_body_length,n_taxa,matched_temp_mean,matched_temp_sd
BARC,0.3220796618321398,0.3321392088901285,89,24.761975123377596,NA
SUGG,0.36819749486667874,0.42991515919704637,92,23.929824470575582,NA
PRPO,0.4723847607084073,0.5361056538084646,61,19.188145341569786,NA
CRAM,0.48063166301322185,1.0952327537178992,99,18.361655911506436,NA
PRLA,0.5109268941077932,0.8739152583161096,68,18.27911859198762,NA
LIRO,0.5299334493790594,0.8293622795208029,86,17.928068803601953,NA
TOOK,0.48566493135287625,0.5220920197841901,63,10.540926179281447,NA
