siteID,n_samples,NO3_mean,NO3_sd,TN_mean,TN_sd,TP_mean,TP_sd
BARC,158,0.01631578947368421,0.01993985847177795,0.2788997807017544,0.26084381940136686,0.027716297468354432,0.05229161960939627
CRAM,228,0.02207777777777778,0.05434610404456512,0.3600705752212389,0.1250403510899769,0.05211637168141594,0.109635077860343
LIRO,149,0.0218325,0.039838419963423154,0.2968457762557078,0.07451175971914148,0.038063513513513524,0.0579578927597396
PRLA,140,0.06265354330708663,0.13631463827864726,4.181701990049751,1.3607278196835837,0.24712014388489206,0.17223948004511347
PRPO,138,0.023845081967213105,0.034154695321839124,3.1755877450980394,1.0732584951503954,0.12941014492753622,0.115023378797755
SUGG,157,0.022550354609929078,0.024511827560374694,1.6290900432900433,0.9196619612312994,0.11174394904458598,0.11124101433273234
TOOK,289,0.030927651515151516,0.043851022737187814,0.23482437275985663,0.07114060482474807,0.030048784722222232,0.051615258035281934
