uid,domainID,siteID,namedLocation,collectDate,identifiedDate,sampleID,sampleCode,referencePhotoID,referencePhotoCode,taxonID,targetTaxaPresent,scientificName,morphospeciesID,taxonRank,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,superfamily,family,subfamily,genus,specificEpithet,infraspecificEpithet,nauplii,zooMinimumLength,zooMaximumLength,zooMeanLength,zooWidth,individualCount,subsampleType,zooSubsampleVolume,estConcentratedSampleVolume,adjCountPerBottle,indeterminateSpecies,sampleCondition,distinctTaxon,taxonDatabaseID,taxonDatabaseName,identificationQualifier,identificationReferences,qcChecked,laboratoryName,internalLabName,identifiedBy,identificationRemarks,identificationHistoryID,dataQF
"d8c3ff27-fe2a-49ee-9841-774fe90dd036","D05","LIRO","LIRO.AOS.littoral1","2022-07-20T16:18Z","2023-11-21","LIRO.20220720.SCHINDLER.2","A00000359385",,,"CALSP1","Y","Calanoida sp.",,"order","Arthropoda","Crustacea","Maxillopoda","Copepoda","Neocopepoda","Gymnoplea","Calanoida",,,,,,"sp.",,"N",0.400,0.800,0.600,,64,"coarse",3.000,10,213,"N","other (specified in remarks)","N",,,,"Thorp and Rogers, 2016","N","Rhithron Associates, Inc.",,"B. Moore","females and immatures",,
"bd1e92e2-c391-4448-a30e-e2607f66ae83","D05","LIRO","LIRO.AOS.buoy.c1","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.TOWNET.1","A00000359383",,,"TESSP2","Y","Testudinella sp.",,"genus","Rotifera",,"Monogonta","Monogononta",,"Gnesiotrocha","Flosculariaceae",,,"Testudinellidae",,"Testudinella","sp.",,"N",0.140,0.140,0.140,0.140,835,"fine",1.000,40,33400,"N","condition OK","Y",,,,"Haney, J.F. et al. 'An-Image-based Key to the Zooplankton of North America' version 5.0 released 2013. University of New Hampshire Center for Freshwater Biology <cfb.unh.edu> 15 Aug 2027","N","Rhithron Associates, Inc.",,"B. Moore",,,
"c1896f0e-9773-40a3-a4eb-a1d65e3ceb95","D05","LIRO","LIRO.AOS.littoral2","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.SCHINDLER.3","A00000359387",,,"CYCSP","Y","Cyclopoida sp.",,"order","Arthropoda","Crustacea","Maxillopoda","Copepoda","Neocopepoda","Podoplea","Cyclopoida",,,,,,"sp.",,"N",0.400,0.800,0.600,,15,"coarse",2.000,10,75,"N","other (specified in remarks)","N",,,,"Thorp and Rogers, 2016","N","Rhithron Associates, Inc.",,"B. Moore","males and immatures",,
"a58dfdd5-9204-48e4-9951-59b646c7feea","D05","LIRO","LIRO.AOS.buoy.c1","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.TOWNET.1","A00000359383",,,"KELLON","Y","Kellicottia longispina",,"species","Rotifera",,"Monogonta","Monogononta",,"Pseudotrocha","Ploima",,,"Brachionidae",,"Kellicottia","longispina",,"N",0.100,0.100,0.100,0.040,1,"fine",1.000,40,40,"N","condition OK","Y",,,,"Stemberger, 1979; Pennak, 1989","N","Rhithron Associates, Inc.",,"B. Moore",,,
"f0acf037-9898-4f63-b0d2-aad6e4f065b8","D05","LIRO","LIRO.AOS.littoral1","2022-07-20T16:18Z","2023-11-21","LIRO.20220720.SCHINDLER.2","A00000359385",,,"COPSP","Y","Copepoda sp.",,"subclass","Arthropoda","Crustacea","Maxillopoda","Copepoda",,,,,,,,,"sp.",,"Y",0.100,0.200,0.150,,58,"coarse",3.000,10,193,"N","condition OK","N",,,,"Thorp and Rogers, 2016","N","Rhithron Associates, Inc.",,"B. Moore",,,
"85e89ebc-ea92-45be-9306-8b2535d0c9d6","D05","LIRO","LIRO.AOS.buoy.c1","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.TOWNET.1","A00000359383",,,"POLSP20","Y","Polyarthra sp.",,"genus","Rotifera",,"Monogonta","Monogononta",,"Pseudotrocha","Ploima",,,"Synchaetidae",,"Polyarthra","sp.",,"N",0.100,0.100,0.100,0.080,2,"fine",1.000,40,80,"N","condition OK","Y",,,,"Thorp and Rogers, 2016","N","Rhithron Associates, Inc.",,"B. Moore",,,
"579a3f0f-8d05-42a9-9685-0d49926d39cf","D05","LIRO","LIRO.AOS.littoral1","2022-07-20T16:18Z","2023-11-21","LIRO.20220720.SCHINDLER.2","A00000359385",,,"POLSP20","Y","Polyarthra sp.",,"genus","Rotifera",,"Monogonta","Monogononta",,"Pseudotrocha","Ploima",,,"Synchaetidae",,"Polyarthra","sp.",,"N",0.080,0.100,0.090,0.055,9,"fine",3.000,10,30,"N","condition OK","Y",,,,"Thorp and Rogers, 2016","N","Rhithron Associates, Inc.",,"B. Moore",,,
"da415e58-be21-4ee5-b01c-e93904627f21","D05","LIRO","LIRO.AOS.buoy.c1","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.TOWNET.1","A00000359383",,,"GASSP6","Y","Gastropus sp.",,"genus","Rotifera",,"Monogonta","Monogononta",,"Pseudotrocha","Ploima",,,"Gastropodidae",,"Gastropus","sp.",,"N",0.080,0.080,0.080,0.060,2,"fine",1.000,40,80,"N","condition OK","Y",,,,"Thorp and Rogers 2016","N","Rhithron Associates, Inc.",,"B. Moore",,,
"4d5242fc-147e-43f8-b730-cd4ba02cebce","D05","LIRO","LIRO.AOS.buoy.c1","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.TOWNET.1","A00000359383",,,"CHASP13","Y","Chaoborus sp.",,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera",,"Chaoboridae","Chaoborinae","Chaoborus","sp.",,"N",8.000,8.000,8.000,,1,"coarse",1.000,40,40,"N","condition OK","Y",,,,"Merritt et al. 2019","N","Rhithron Associates, Inc.",,"B. Moore",,,
"2d699c73-0991-487b-9d77-4ca781f01fca","D05","LIRO","LIRO.AOS.littoral2","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.SCHINDLER.3","A00000359387",,,"LEPKIN1","Y","Leptodora kindtii",,"species","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",,,"Diplostraca","Cladocera",,"Leptodoridae",,"Leptodora","kindtii",,,5.000,5.000,5.000,,1,"coarse",2.000,10,5,,"condition OK","Y",,,,"Thorp and Rogers, 2016","N","Rhithron Associates, Inc.",,"B. Moore",,,
"191eb9df-1b63-465a-bb85-650445e0ce9e","D05","LIRO","LIRO.AOS.buoy.c1","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.TOWNET.1","A00000359383",,,"COPSP","Y","Copepoda sp.",,"subclass","Arthropoda","Crustacea","Maxillopoda","Copepoda",,,,,,,,,"sp.",,"Y",0.200,0.200,0.200,,13,"coarse",1.000,40,520,"N","condition OK","N",,,,"Thorp and Rogers, 2016","N","Rhithron Associates, Inc.",,"B. Moore",,,
"136ddc65-d050-4f52-8af4-937196fb92ca","D05","LIRO","LIRO.AOS.littoral2","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.SCHINDLER.3","A00000359387",,,"DIASP10","Y","Diaphanosoma sp.",,"genus","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",,,"Diplostraca","Cladocera",,"Sididae",,"Diaphanosoma","sp.",,"N",0.400,1.000,0.700,,2,"coarse",2.000,10,10,"N","condition OK","Y",,,,"Haney, J.F. et al.","N","Rhithron Associates, Inc.",,"B. Moore",,,
"70e59761-24df-423e-ad82-a550b569991b","D05","LIRO","LIRO.AOS.littoral2","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.SCHINDLER.3","A00000359387",,,"DAPPUL","Y","Daphnia pulex cx.",,"speciesGroup","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",,,"Diplostraca","Cladocera",,"Daphniidae",,"Daphnia","pulex cx.",,,1.000,1.500,1.233,,46,"coarse",2.000,10,230,,"condition OK","Y",,,,"Thorp and Rogers, 2016","N","Rhithron Associates, Inc.",,"B. Moore",,,
"206c1cba-c71f-4720-b061-bfce3fe3c487","D05","LIRO","LIRO.AOS.littoral1","2022-07-20T16:18Z","2023-11-21","LIRO.20220720.SCHINDLER.2","A00000359385",,,"DAPPUL","Y","Daphnia pulex cx.",,"speciesGroup","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",,,"Diplostraca","Cladocera",,"Daphniidae",,"Daphnia","pulex cx.",,,0.600,2.000,1.120,,154,"coarse",3.000,10,513,,"condition OK","Y",,,,"Thorp and Rogers, 2016","N","Rhithron Associates, Inc.",,"B. Moore",,,
"fa4d42c4-8965-4492-a71c-9cb8006cc42d","D05","LIRO","LIRO.AOS.littoral1","2022-07-20T16:18Z","2023-11-21","LIRO.20220720.SCHINDLER.2","A00000359385",,,"CYCSP1","Y","Cyclopidae sp.",,"family","Arthropoda","Crustacea","Maxillopoda","Copepoda","Neocopepoda","Podoplea","Cyclopoida",,,"Cyclopidae",,,"sp.",,"N",0.400,0.800,0.600,,36,"coarse",3.000,10,120,"N","other (specified in remarks)","N",,,,"Thorp and Rogers, 2016","N","Rhithron Associates, Inc.",,"B. Moore","immatures and males",,
"075e2f6d-febe-4422-b84b-f697fce5ec5c","D05","LIRO","LIRO.AOS.buoy.c1","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.TOWNET.1","A00000359383",,,"KERTAU","Y","Keratella taurocephala",,"species","Rotifera",,"Monogonta","Monogononta",,"Pseudotrocha","Ploima",,,"Brachionidae",,"Keratella","taurocephala",,"N",0.100,0.100,0.100,0.060,2,"fine",1.000,40,80,"N","condition OK","Y",,,,"Haney, J.F. et al.","N","Rhithron Associates, Inc.",,"B. Moore",,,
"7ac17f48-e5bd-40d4-b105-45c78803bcca","D05","LIRO","LIRO.AOS.littoral1","2022-07-20T16:18Z","2023-11-21","LIRO.20220720.SCHINDLER.2","A00000359385","LEPTODORA_KINDTII_10X_BA22NEOZ09004",,"LEPKIN1","Y","Leptodora kindtii",,"species","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",,,"Diplostraca","Cladocera",,"Leptodoridae",,"Leptodora","kindtii",,,0.800,7.000,3.900,,2,"coarse",3.000,10,7,,"condition OK","Y",,,,"Thorp and Rogers, 2016","N","Rhithron Associates, Inc.",,"B. Moore",,,
"8ce71fae-4f08-44c8-9690-c988ebe40fb1","D05","LIRO","LIRO.AOS.littoral1","2022-07-20T16:18Z","2023-11-21","LIRO.20220720.SCHINDLER.2","A00000359385",,,"LEPMIN","Y","Leptodiaptomus minutus",,"species","Arthropoda","Crustacea","Maxillopoda","Copepoda","Neocopepoda","Gymnoplea","Calanoida",,,"Diaptomidae",,"Leptodiaptomus","minutus",,"N",0.800,0.800,0.800,,17,"coarse",3.000,10,57,"N","condition OK","Y",,,,"Haney, J.F. et al.","N","Rhithron Associates, Inc.",,"B. Moore",,,
"cd3c18e4-71a9-44ca-b183-026e38efaf00","D05","LIRO","LIRO.AOS.littoral1","2022-07-20T16:18Z","2023-11-21","LIRO.20220720.SCHINDLER.2","A00000359385",,,"GASSP6","Y","Gastropus sp.",,"genus","Rotifera",,"Monogonta","Monogononta",,"Pseudotrocha","Ploima",,,"Gastropodidae",,"Gastropus","sp.",,"N",0.100,0.100,0.100,0.100,7,"fine",3.000,10,23,"N","condition OK","Y",,,,"Thorp and Rogers 2016","N","Rhithron Associates, Inc.",,"B. Moore",,,
"a851aaa9-254e-43c6-83a2-d1d612e3728d","D05","LIRO","LIRO.AOS.buoy.c1","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.TOWNET.1","A00000359383",,,"CALSP1","Y","Calanoida sp.",,"order","Arthropoda","Crustacea","Maxillopoda","Copepoda","Neocopepoda","Gymnoplea","Calanoida",,,,,,"sp.",,"N",0.800,1.500,1.100,,35,"coarse",1.000,40,1400,"N","other (specified in remarks)","N",,,,"Thorp and Rogers, 2016","N","Rhithron Associates, Inc.",,"B. Moore","females and immatures",,
"b7adc116-2834-472a-9d15-9381598f7502","D05","LIRO","LIRO.AOS.buoy.c1","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.TOWNET.1","A00000359383",,,"DAPSP1","Y","Daphnia sp.",,"genus","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",,,"Diplostraca","Cladocera",,"Daphniidae",,"Daphnia","sp.",,"N",1.000,1.500,1.233,,78,"coarse",1.000,40,3120,"N","other (specified in remarks)","Y",,,,"Thorp and Rogers, 2016","N","Rhithron Associates, Inc.",,"B. Moore","pulex and longispina complexes",,
"4104ff67-280b-4b48-add2-7f86bb838152","D05","LIRO","LIRO.AOS.buoy.c1","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.TOWNET.1","A00000359383",,,"HOLGIB","Y","Holopedium gibberum",,"species","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",,,"Diplostraca","Cladocera",,"Holopediidae",,"Holopedium","gibberum",,"N",1.800,2.000,1.900,,18,"coarse",1.000,40,720,"N","condition OK","Y",,,,"Haney, J.F. et al.","N","Rhithron Associates, Inc.",,"B. Moore",,,
"33f76734-3c6b-4b6f-bcc8-60ee389c2bb9","D05","LIRO","LIRO.AOS.littoral2","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.SCHINDLER.3","A00000359387",,,"KERTAU","Y","Keratella taurocephala",,"species","Rotifera",,"Monogonta","Monogononta",,"Pseudotrocha","Ploima",,,"Brachionidae",,"Keratella","taurocephala",,"N",0.100,0.100,0.100,0.060,18,"fine",2.000,10,90,"N","condition OK","Y",,,,"Haney, J.F. et al.","N","Rhithron Associates, Inc.",,"B. Moore",,,
"79dab05e-74c9-4ba8-a195-188ac117b252","D05","LIRO","LIRO.AOS.littoral2","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.SCHINDLER.3","A00000359387","TESTUDINELLA_BA22NEOZ09005",,"TESSP2","Y","Testudinella sp.",,"genus","Rotifera",,"Monogonta","Monogononta",,"Gnesiotrocha","Flosculariaceae",,,"Testudinellidae",,"Testudinella","sp.",,"N",0.030,0.030,0.030,0.030,301,"fine",2.000,10,1505,"N","condition OK","Y",,,,"Haney, J.F. et al. 'An-Image-based Key to the Zooplankton of North America' version 5.0 released 2013. University of New Hampshire Center for Freshwater Biology <cfb.unh.edu> 15 Aug 2027","N","Rhithron Associates, Inc.",,"B. Moore",,,
"66d089f6-f8d6-4511-a91a-ec6866655981","D05","LIRO","LIRO.AOS.buoy.c1","2022-07-20T16:18Z","2023-11-22","LIRO.20220720.TOWNET.1","A00000359383",,,"MESEDA","Y","Mesocyclops edax",,"species","Arthropoda","Crustacea","Maxillopoda","Copepoda","Neocopepoda","Podoplea","Cyclopoida",,,"Cyclopidae",,"Mesocyclops","edax",,"N",1.000,1.000,1.000,,5,"coarse",1.000,40,200,"N","condition OK","Y",,,,"Thorp and Rogers, 2016","N","Rhithron Associates, Inc.",,"B. Moore",,,
"31f1494c-95f4-4396-8ed5-191bfb2397c9","D05","LIRO","LIRO.AOS.littoral1","2022-07-20T16:18Z","2023-11-21","LIRO.20220720.SCHINDLER.2","A00000359385",,,"KERTAU","Y","Keratella taurocephala",,"species","Rotifera",,"Monogonta","Monogononta",,"Pseudotrocha","Ploima",,,"Brachionidae",,"Keratella","taurocephala",,"N",0.100,0.100,0.100,0.070,20,"fine",3.000,10,67,"N","condition OK","Y",,,,"Haney, J.F. et al.","N","Rhithron Associates, Inc.",,"B. Moore",,,
