aquaticSiteType,siteID.x,namedLocation.x,collectDate.x,eventID,parentSampleID,sampleID,habitatType,algalSampleType,samplerType,benthicArea,substratumSizeClass,plantSurfaceArea,fieldSampleVolume,labSampleVolume,preservativeVolume,domainFilterVolume,ashMassDataQF,adjAshFreeDryMass,afdmPerArea,afdm_per_volume
lake,BARC,BARC.AOS.littoral2,2016-06-29T13:15:00Z,BARC.20160629,BARC.20160629.PHYTOPLANKTON.3,BARC.20160629.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,300,NA,8e-4,2.666666666666667e-6,2.666666666666667e-6
lake,BARC,BARC.AOS.buoy.c0,2016-06-29T13:15:00Z,BARC.20160629,BARC.20160629.PHYTOPLANKTON.1,BARC.20160629.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,300,NA,3e-4,1e-6,1e-6
lake,BARC,BARC.AOS.littoral1,2016-06-29T13:15:00Z,BARC.20160629,BARC.20160629.PHYTOPLANKTON.2,BARC.20160629.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,0.0013,5.199999999999999e-6,5.199999999999999e-6
lake,BARC,BARC.AOS.littoral1,2016-11-21T14:35:00Z,BARC.20161121,BARC.20161121.PHYTOPLANKTON.2,BARC.20161121.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,400,NA,4e-4,1e-6,1e-6
lake,BARC,BARC.AOS.littoral2,2016-11-21T14:35:00Z,BARC.20161121,BARC.20161121.PHYTOPLANKTON.3,BARC.20161121.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,3e-4,1.2e-6,1.2e-6
lake,BARC,BARC.AOS.buoy.c0,2016-11-21T14:35:00Z,BARC.20161121,BARC.20161121.PHYTOPLANKTON.1,BARC.20161121.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,400,NA,8e-4,2e-6,2e-6
lake,BARC,BARC.AOS.littoral2,2017-02-22T13:29:00Z,BARC.20170222,BARC.20170222.PHYTOPLANKTON.3,BARC.20170222.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,5e-4,2e-6,2e-6
lake,BARC,BARC.AOS.littoral1,2017-02-22T13:29:00Z,BARC.20170222,BARC.20170222.PHYTOPLANKTON.2,BARC.20170222.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,8e-4,3.2000000000000003e-6,3.2000000000000003e-6
lake,BARC,BARC.AOS.buoy.c0,2017-02-22T13:29:00Z,BARC.20170222,BARC.20170222.PHYTOPLANKTON.1,BARC.20170222.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,450,NA,4e-4,8.88888888888889e-7,8.88888888888889e-7
lake,BARC,BARC.AOS.littoral1,2017-07-12T11:43:00Z,BARC.20170712,BARC.20170712.PHYTOPLANKTON.2,BARC.20170712.PHYTOPLANKTON.2,littoral,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,350,NA,5e-4,1.4285714285714286e-6,1.4285714285714286e-6
lake,BARC,BARC.AOS.buoy.c0,2017-07-12T11:43:00Z,BARC.20170712,BARC.20170712.PHYTOPLANKTON.1,BARC.20170712.PHYTOPLANKTON.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,350,NA,6e-4,1.714285714285714e-6,1.714285714285714e-6
lake,BARC,BARC.AOS.littoral2,2017-07-12T11:43:00Z,BARC.20170712,BARC.20170712.PHYTOPLANKTON.3,BARC.20170712.PHYTOPLANKTON.3,littoral,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,300,NA,5e-4,1.6666666666666667e-6,1.6666666666666667e-6
lake,BARC,BARC.AOS.littoral1,2017-11-09T14:57:00Z,BARC.20171109,BARC.20171109.PHYTOPLANKTON.2,BARC.20171109.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,0,0,0
lake,BARC,BARC.AOS.buoy.c0,2017-11-09T14:57:00Z,BARC.20171109,BARC.20171109.PHYTOPLANKTON.1,BARC.20171109.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,300,NA,0,0,0
lake,BARC,BARC.AOS.littoral2,2017-11-09T14:57:00Z,BARC.20171109,BARC.20171109.PHYTOPLANKTON.3,BARC.20171109.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,1e-4,4.0000000000000003e-7,4.0000000000000003e-7
lake,BARC,BARC.AOS.littoral1,2018-02-21T16:48:00Z,BARC.20180221,BARC.20180221.PHYTOPLANKTON.2,BARC.20180221.PHYTOPLANKTON.2.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,6000,NA,NA,250,NA,8e-4,3.2000000000000003e-6,3.2000000000000003e-6
lake,BARC,BARC.AOS.buoy.c0,2018-02-21T16:48:00Z,BARC.20180221,BARC.20180221.PHYTOPLANKTON.1,BARC.20180221.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,6e-4,2.4e-6,2.4e-6
lake,BARC,BARC.AOS.littoral2,2018-02-21T16:48:00Z,BARC.20180221,BARC.20180221.PHYTOPLANKTON.3,BARC.20180221.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,150,NA,3e-4,2e-6,2e-6
lake,BARC,BARC.AOS.littoral1,2018-07-16T13:22:00Z,BARC.20180716,BARC.20180716.PHYTOPLANKTON.2,BARC.20180716.PHYTOPLANKTON.2.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,6e-4,2.4e-6,2.4e-6
lake,BARC,BARC.AOS.littoral2,2018-07-16T13:22:00Z,BARC.20180716,BARC.20180716.PHYTOPLANKTON.3,BARC.20180716.PHYTOPLANKTON.3.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,4e-4,1.6000000000000001e-6,1.6000000000000001e-6
lake,BARC,BARC.AOS.buoy.c0,2018-07-16T13:22:00Z,BARC.20180716,BARC.20180716.PHYTOPLANKTON.1,BARC.20180716.PHYTOPLANKTON.1.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,200,NA,4e-4,2e-6,2e-6
lake,BARC,BARC.AOS.littoral1,2018-11-12T16:35:00Z,BARC.20181112,BARC.20181112.PHYTOPLANKTON.2,BARC.20181112.PHYTOPLANKTON.2.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,6e-4,2.4e-6,2.4e-6
lake,BARC,BARC.AOS.buoy.c0,2018-11-12T16:35:00Z,BARC.20181112,BARC.20181112.PHYTOPLANKTON.1,BARC.20181112.PHYTOPLANKTON.1.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,3e-4,1.2e-6,1.2e-6
lake,BARC,BARC.AOS.littoral1,2019-02-20T14:33:00Z,BARC.20190220,BARC.20190220.PHYTOPLANKTON.2,BARC.20190220.PHYTOPLANKTON.2.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,500,NA,NA,300,NA,8e-4,2.666666666666667e-6,2.666666666666667e-6
lake,BARC,BARC.AOS.buoy.c0,2019-02-20T14:33:00Z,BARC.20190220,BARC.20190220.PHYTOPLANKTON.1,BARC.20190220.PHYTOPLANKTON.1.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,500,NA,4e-4,8.000000000000001e-7,8.000000000000001e-7
lake,BARC,BARC.AOS.littoral2,2019-02-20T14:33:00Z,BARC.20190220,BARC.20190220.PHYTOPLANKTON.3,BARC.20190220.PHYTOPLANKTON.3.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,300,NA,5e-4,1.6666666666666667e-6,1.6666666666666667e-6
lake,BARC,BARC.AOS.littoral2,2019-07-16T12:51:00Z,BARC.20190716,BARC.20190716.PHYTOPLANKTON.3,BARC.20190716.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,300,NA,2e-4,6.666666666666667e-7,6.666666666666667e-7
lake,BARC,BARC.AOS.buoy.c0,2019-07-16T12:51:00Z,BARC.20190716,BARC.20190716.PHYTOPLANKTON.1,BARC.20190716.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,300,NA,9e-4,3e-6,3e-6
lake,BARC,BARC.AOS.buoy.c0,2019-11-12T12:18:00Z,BARC.20191112,BARC.20191112.PHYTOPLANKTON.1,BARC.20191112.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,200,NA,1e-4,5e-7,5e-7
lake,BARC,BARC.AOS.littoral1,2019-11-12T12:18:00Z,BARC.20191112,BARC.20191112.PHYTOPLANKTON.2,BARC.20191112.PHYTOPLANKTON.2.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,200,NA,0.015,7.5e-5,7.5e-5
lake,BARC,BARC.AOS.littoral2,2019-11-12T12:18:00Z,BARC.20191112,BARC.20191112.PHYTOPLANKTON.3,BARC.20191112.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,100,NA,4e-4,4e-6,4e-6
lake,SUGG,SUGG.AOS.buoy.c0,2016-06-27T12:25:00Z,SUGG.20160627,SUGG.20160627.PHYTOPLANKTON.1,SUGG.20160627.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,300,NA,5e-4,1.6666666666666667e-6,1.6666666666666667e-6
lake,SUGG,SUGG.AOS.littoral1,2016-06-27T12:25:00Z,SUGG.20160627,SUGG.20160627.PHYTOPLANKTON.2,SUGG.20160627.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,150,NA,7e-4,4.666666666666666e-6,4.666666666666666e-6
lake,SUGG,SUGG.AOS.littoral2,2016-11-14T15:04:00Z,SUGG.20161114,SUGG.20161114.PHYTOPLANKTON.3,SUGG.20161114.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,325,NA,0.001,3.076923076923077e-6,3.076923076923077e-6
lake,SUGG,SUGG.AOS.littoral1,2016-11-14T15:04:00Z,SUGG.20161114,SUGG.20161114.PHYTOPLANKTON.2,SUGG.20161114.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,8e-4,3.2000000000000003e-6,3.2000000000000003e-6
lake,SUGG,SUGG.AOS.buoy.c0,2016-11-14T15:04:00Z,SUGG.20161114,SUGG.20161114.PHYTOPLANKTON.1,SUGG.20161114.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,400,NA,2e-4,5e-7,5e-7
lake,SUGG,SUGG.AOS.buoy.c0,2017-02-20T15:03:00Z,SUGG.20170220,SUGG.20170220.PHYTOPLANKTON.1,SUGG.20170220.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,6e-4,2.4e-6,2.4e-6
lake,SUGG,SUGG.AOS.littoral1,2017-02-20T15:03:00Z,SUGG.20170220,SUGG.20170220.PHYTOPLANKTON.2,SUGG.20170220.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,200,NA,2e-4,1e-6,1e-6
lake,SUGG,SUGG.AOS.littoral2,2017-02-20T15:03:00Z,SUGG.20170220,SUGG.20170220.PHYTOPLANKTON.3,SUGG.20170220.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,350,NA,9e-4,2.571428571428571e-6,2.571428571428571e-6
lake,SUGG,SUGG.AOS.buoy.c0,2017-07-10T12:14:00Z,SUGG.20170710,SUGG.20170710.PHYTOPLANKTON.1,SUGG.20170710.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,500,NA,7e-4,1.4e-6,1.4e-6
lake,SUGG,SUGG.AOS.littoral2,2017-07-10T12:14:00Z,SUGG.20170710,SUGG.20170710.PHYTOPLANKTON.3,SUGG.20170710.PHYTOPLANKTON.3,littoral,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,400,NA,6e-4,1.4999999999999998e-6,1.4999999999999998e-6
lake,SUGG,SUGG.AOS.littoral1,2017-07-10T12:14:00Z,SUGG.20170710,SUGG.20170710.PHYTOPLANKTON.2,SUGG.20170710.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,400,NA,7e-4,1.75e-6,1.75e-6
lake,SUGG,SUGG.AOS.littoral1,2017-11-13T15:04:00Z,SUGG.20171113,SUGG.20171113.PHYTOPLANKTON.2,SUGG.20171113.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,2e-4,8.000000000000001e-7,8.000000000000001e-7
lake,SUGG,SUGG.AOS.buoy.c0,2017-11-13T15:04:00Z,SUGG.20171113,SUGG.20171113.PHYTOPLANKTON.1,SUGG.20171113.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,2e-4,8.000000000000001e-7,8.000000000000001e-7
lake,SUGG,SUGG.AOS.littoral2,2017-11-13T15:04:00Z,SUGG.20171113,SUGG.20171113.PHYTOPLANKTON.3,SUGG.20171113.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,2e-4,8.000000000000001e-7,8.000000000000001e-7
lake,SUGG,SUGG.AOS.littoral1,2018-02-19T16:14:00Z,SUGG.20180219,SUGG.20180219.PHYTOPLANKTON.2,SUGG.20180219.PHYTOPLANKTON.2.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,300,NA,8e-4,2.666666666666667e-6,2.666666666666667e-6
lake,SUGG,SUGG.AOS.littoral2,2018-02-19T16:14:00Z,SUGG.20180219,SUGG.20180219.PHYTOPLANKTON.3,SUGG.20180219.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,400,NA,6e-4,1.4999999999999998e-6,1.4999999999999998e-6
lake,SUGG,SUGG.AOS.buoy.c0,2018-02-19T16:14:00Z,SUGG.20180219,SUGG.20180219.PHYTOPLANKTON.1,SUGG.20180219.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,350,NA,0,0,0
lake,SUGG,SUGG.AOS.littoral1,2018-07-11T14:30:00Z,SUGG.20180711,SUGG.20180711.PHYTOPLANKTON.2,SUGG.20180711.PHYTOPLANKTON.2.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,200,NA,4e-4,2e-6,2e-6
lake,SUGG,SUGG.AOS.littoral2,2018-07-11T14:30:00Z,SUGG.20180711,SUGG.20180711.PHYTOPLANKTON.3,SUGG.20180711.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,4e-4,1.6000000000000001e-6,1.6000000000000001e-6
lake,SUGG,SUGG.AOS.buoy.c0,2018-07-11T14:30:00Z,SUGG.20180711,SUGG.20180711.PHYTOPLANKTON.1,SUGG.20180711.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,500,NA,7e-4,1.4e-6,1.4e-6
lake,SUGG,SUGG.AOS.littoral1,2018-11-06T16:00:00Z,SUGG.20181106,SUGG.20181106.PHYTOPLANKTON.2,SUGG.20181106.PHYTOPLANKTON.2.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,400,NA,3e-4,7.499999999999999e-7,7.499999999999999e-7
lake,SUGG,SUGG.AOS.littoral2,2018-11-06T16:00:00Z,SUGG.20181106,SUGG.20181106.PHYTOPLANKTON.3,SUGG.20181106.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,400,NA,3e-4,7.499999999999999e-7,7.499999999999999e-7
lake,SUGG,SUGG.AOS.buoy.c0,2018-11-06T16:00:00Z,SUGG.20181106,SUGG.20181106.PHYTOPLANKTON.1,SUGG.20181106.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,400,NA,1e-4,2.5e-7,2.5e-7
lake,SUGG,SUGG.AOS.buoy.c0,2019-02-18T14:59:00Z,SUGG.20190218,SUGG.20190218.PHYTOPLANKTON.1,SUGG.20190218.PHYTOPLANKTON.1.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,500,NA,2e-4,4.0000000000000003e-7,4.0000000000000003e-7
lake,SUGG,SUGG.AOS.littoral1,2019-02-18T14:59:00Z,SUGG.20190218,SUGG.20190218.PHYTOPLANKTON.2,SUGG.20190218.PHYTOPLANKTON.2.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,500,NA,2e-4,4.0000000000000003e-7,4.0000000000000003e-7
lake,SUGG,SUGG.AOS.littoral2,2019-02-18T14:59:00Z,SUGG.20190218,SUGG.20190218.PHYTOPLANKTON.3,SUGG.20190218.PHYTOPLANKTON.3.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,0,0,0
lake,SUGG,SUGG.AOS.littoral1,2019-07-15T15:03:00Z,SUGG.20190715,SUGG.20190715.PHYTOPLANKTON.2,SUGG.20190715.PHYTOPLANKTON.2.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,400,NA,0.0018,4.5e-6,4.5e-6
lake,SUGG,SUGG.AOS.buoy.c0,2019-07-15T15:03:00Z,SUGG.20190715,SUGG.20190715.PHYTOPLANKTON.1,SUGG.20190715.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,400,NA,9e-4,2.25e-6,2.25e-6
lake,SUGG,SUGG.AOS.littoral2,2019-07-15T15:03:00Z,SUGG.20190715,SUGG.20190715.PHYTOPLANKTON.3,SUGG.20190715.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,400,NA,3e-4,7.499999999999999e-7,7.499999999999999e-7
lake,SUGG,SUGG.AOS.littoral2,2019-11-05T13:30:00Z,SUGG.20191105,SUGG.20191105.PHYTOPLANKTON.2,SUGG.20191105.PHYTOPLANKTON.2.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,300,NA,0.001,3.3333333333333333e-6,3.3333333333333333e-6
lake,SUGG,SUGG.AOS.littoral1,2019-11-05T13:30:00Z,SUGG.20191105,SUGG.20191105.PHYTOPLANKTON.3,SUGG.20191105.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,300,NA,0.0011,3.666666666666667e-6,3.666666666666667e-6
lake,SUGG,SUGG.AOS.buoy.c0,2019-11-05T13:30:00Z,SUGG.20191105,SUGG.20191105.PHYTOPLANKTON.1,SUGG.20191105.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,300,NA,7e-4,2.333333333333333e-6,2.333333333333333e-6
lake,CRAM,CRAM.AOS.buoy.c0,2015-05-13T15:40:00Z,CRAM.20150513,CRAM.20150513.PHYTOPLANKTON.3,CRAM.20150513.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,150,NA,1e-4,6.666666666666667e-7,6.666666666666667e-7
lake,CRAM,CRAM.AOS.buoy.c0,2015-07-13T15:45:00Z,CRAM.20150713,CRAM.20150713.PHYTOPLANKTON.3,CRAM.20150713.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,200,NA,2e-4,1e-6,1e-6
lake,CRAM,CRAM.AOS.buoy.c0,2015-09-14T16:00:00Z,CRAM.20150914,CRAM.20150914.PHYTOPLANKTON.3,CRAM.20150914.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,7e-4,2.8e-6,2.8e-6
lake,CRAM,CRAM.AOS.buoy.c0,2016-04-26T14:45:00Z,CRAM.20160426,CRAM.20160426.PHYTOPLANKTON.3,CRAM.20160426.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,300,NA,7e-4,2.333333333333333e-6,2.333333333333333e-6
lake,CRAM,CRAM.AOS.littoral2,2016-07-13T15:45:00Z,CRAM.20160713,CRAM.20160713.PHYTOPLANKTON.1,CRAM.20160713.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,5e-4,2e-6,2e-6
lake,CRAM,CRAM.AOS.littoral1,2016-07-13T15:45:00Z,CRAM.20160713,CRAM.20160713.PHYTOPLANKTON.2,CRAM.20160713.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,6e-4,2.4e-6,2.4e-6
lake,CRAM,CRAM.AOS.littoral1,2016-09-19T15:20:00Z,CRAM.20160919,CRAM.20160919.PHYTOPLANKTON.2,CRAM.20160919.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,300,NA,0,0,0
lake,CRAM,CRAM.AOS.buoy.c0,2016-09-19T15:20:00Z,CRAM.20160919,CRAM.20160919.PHYTOPLANKTON.3,CRAM.20160919.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,300,NA,0,0,0
lake,CRAM,CRAM.AOS.littoral1,2017-05-03T15:01:00Z,CRAM.20170503,CRAM.20170503.PHYTOPLANKTON.2,CRAM.20170503.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,150,NA,0,0,0
lake,CRAM,CRAM.AOS.littoral2,2017-05-03T15:01:00Z,CRAM.20170503,CRAM.20170503.PHYTOPLANKTON.1,CRAM.20170503.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,150,NA,0,0,0
lake,CRAM,CRAM.AOS.buoy.c0,2017-05-03T15:01:00Z,CRAM.20170503,CRAM.20170503.PHYTOPLANKTON.3,CRAM.20170503.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,150,NA,3e-4,2e-6,2e-6
lake,CRAM,CRAM.AOS.littoral1,2017-07-05T14:33:00Z,CRAM.20170705,CRAM.20170705.PHYTOPLANKTON.2,CRAM.20170705.PHYTOPLANKTON.2,littoral,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,200,NA,6e-4,2.9999999999999997e-6,2.9999999999999997e-6
lake,CRAM,CRAM.AOS.buoy.c0,2017-07-05T14:33:00Z,CRAM.20170705,CRAM.20170705.PHYTOPLANKTON.3,CRAM.20170705.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,200,NA,4e-4,2e-6,2e-6
lake,CRAM,CRAM.AOS.littoral1,2017-09-14T14:35:00Z,CRAM.20170914,CRAM.20170914.PHYTOPLANKTON.2,CRAM.20170914.PHYTOPLANKTON.2,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,5e-4,2e-6,2e-6
lake,CRAM,CRAM.AOS.littoral2,2017-09-14T14:35:00Z,CRAM.20170914,CRAM.20170914.PHYTOPLANKTON.1,CRAM.20170914.PHYTOPLANKTON.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,3e-4,1.2e-6,1.2e-6
lake,CRAM,CRAM.AOS.buoy.c0,2017-09-14T14:35:00Z,CRAM.20170914,CRAM.20170914.PHYTOPLANKTON.3,CRAM.20170914.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,200,NA,5e-4,2.5e-6,2.5e-6
lake,CRAM,CRAM.AOS.littoral2,2018-05-10T17:31:00Z,CRAM.20180510,CRAM.20180510.PHYTOPLANKTON.3,CRAM.20180510.PHYTOPLANKTON.3.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,2e-4,8.000000000000001e-7,8.000000000000001e-7
lake,CRAM,CRAM.AOS.littoral1,2018-05-10T17:31:00Z,CRAM.20180510,CRAM.20180510.PHYTOPLANKTON.2,CRAM.20180510.PHYTOPLANKTON.2.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,0.0011,4.4e-6,4.4e-6
lake,CRAM,CRAM.AOS.buoy.c0,2018-05-10T17:31:00Z,CRAM.20180510,CRAM.20180510.PHYTOPLANKTON.1,CRAM.20180510.PHYTOPLANKTON.1.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,9e-4,3.6e-6,3.6e-6
lake,CRAM,CRAM.AOS.littoral1,2018-07-16T14:12:00Z,CRAM.20180716,CRAM.20180716.PHYTOPLANKTON.2,CRAM.20180716.PHYTOPLANKTON.2.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,0.0011,4.4e-6,4.4e-6
lake,CRAM,CRAM.AOS.buoy.c0,2018-07-16T14:12:00Z,CRAM.20180716,CRAM.20180716.PHYTOPLANKTON.1,CRAM.20180716.PHYTOPLANKTON.1.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,0.001,4e-6,4e-6
lake,CRAM,CRAM.AOS.littoral2,2018-07-16T14:12:00Z,CRAM.20180716,CRAM.20180716.PHYTOPLANKTON.3,CRAM.20180716.PHYTOPLANKTON.3.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,0.0011,4.4e-6,4.4e-6
lake,CRAM,CRAM.AOS.littoral1,2018-09-27T22:27:00Z,CRAM.20180927,CRAM.20180927.PHYTOPLANKTON.2,CRAM.20180927.PHYTOPLANKTON.2.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,200,NA,2e-4,1e-6,1e-6
lake,CRAM,CRAM.AOS.littoral2,2018-09-27T22:27:00Z,CRAM.20180927,CRAM.20180927.PHYTOPLANKTON.3,CRAM.20180927.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,200,NA,9e-4,4.5e-6,4.5e-6
lake,CRAM,CRAM.AOS.buoy.c0,2018-09-27T22:27:00Z,CRAM.20180927,CRAM.20180927.PHYTOPLANKTON.1,CRAM.20180927.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,200,NA,3e-4,1.4999999999999998e-6,1.4999999999999998e-6
