aquaticSiteType,siteID.x,namedLocation.x,collectDate.x,eventID,parentSampleID,sampleID,habitatType,algalSampleType,samplerType,benthicArea,substratumSizeClass,plantSurfaceArea,fieldSampleVolume,labSampleVolume,preservativeVolume,domainFilterVolume,ashMassDataQF,adjAshFreeDryMass,afdmPerArea,afdm_per_volume
lake,TOOK,TOOK.AOS.littoral3,2017-07-26T17:38:00Z,TOOK.20170726,TOOK.20170726.PHYTOPLANKTON.1,TOOK.20170726.PHYTOPLANKTON.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,700,NA,2e-4,2.8571428571428575e-7,2.8571428571428575e-7
lake,TOOK,TOOK.AOS.buoy.c0,2017-07-26T17:38:00Z,TOOK.20170726,TOOK.20170726.PHYTOPLANKTON.3,TOOK.20170726.PHYTOPLANKTON.3,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,700,NA,0,0,0
lake,TOOK,TOOK.AOS.littoral2,2017-07-26T17:38:00Z,TOOK.20170726,TOOK.20170726.PHYTOPLANKTON.2,TOOK.20170726.PHYTOPLANKTON.2,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,700,NA,5e-4,7.142857142857143e-7,7.142857142857143e-7
lake,TOOK,TOOK.AOS.littoral3,2017-09-06T18:00:00Z,TOOK.20170906,TOOK.20170906.PHYTOPLANKTON.1,TOOK.20170906.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,600,NA,0,0,0
lake,TOOK,TOOK.AOS.littoral2,2017-09-06T18:00:00Z,TOOK.20170906,TOOK.20170906.PHYTOPLANKTON.2,TOOK.20170906.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,600,NA,0,0,0
lake,TOOK,TOOK.AOS.buoy.c0,2017-09-06T18:00:00Z,TOOK.20170906,TOOK.20170906.PHYTOPLANKTON.3,TOOK.20170906.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,600,NA,1e-4,1.6666666666666668e-7,1.6666666666666668e-7
lake,TOOK,TOOK.AOS.buoy.c0,2018-06-28T19:12:00Z,TOOK.20180628,TOOK.20180628.PHYTOPLANKTON.1,TOOK.20180628.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,2e-4,8.000000000000001e-7,8.000000000000001e-7
lake,TOOK,TOOK.AOS.littoral2,2018-06-28T19:12:00Z,TOOK.20180628,TOOK.20180628.PHYTOPLANKTON.2,TOOK.20180628.PHYTOPLANKTON.2.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,5000,NA,NA,250,NA,3e-4,1.2e-6,1.2e-6
lake,TOOK,TOOK.AOS.littoral3,2018-08-01T18:05:00Z,TOOK.20180801,TOOK.20180801.PHYTOPLANKTON.3,TOOK.20180801.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,400,NA,0,0,0
lake,TOOK,TOOK.AOS.buoy.c0,2018-08-01T18:05:00Z,TOOK.20180801,TOOK.20180801.PHYTOPLANKTON.1,TOOK.20180801.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,400,NA,6e-4,1.4999999999999998e-6,1.4999999999999998e-6
lake,TOOK,TOOK.AOS.littoral2,2018-08-01T18:05:00Z,TOOK.20180801,TOOK.20180801.PHYTOPLANKTON.2,TOOK.20180801.PHYTOPLANKTON.2.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,400,NA,5e-4,1.25e-6,1.25e-6
lake,TOOK,TOOK.AOS.littoral3,2018-09-19T21:44:00Z,TOOK.20180919,TOOK.20180919.PHYTOPLANKTON.2,TOOK.20180919.PHYTOPLANKTON.2.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,400,NA,4e-4,1e-6,1e-6
lake,TOOK,TOOK.AOS.buoy.c0,2018-09-19T21:44:00Z,TOOK.20180919,TOOK.20180919.PHYTOPLANKTON.1,TOOK.20180919.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,400,NA,3e-4,7.499999999999999e-7,7.499999999999999e-7
lake,TOOK,TOOK.AOS.littoral2,2018-09-19T21:44:00Z,TOOK.20180919,TOOK.20180919.PHYTOPLANKTON.3,TOOK.20180919.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,400,NA,4e-4,1e-6,1e-6
lake,TOOK,TOOK.AOS.littoral3,2019-06-21T17:44:00Z,TOOK.20190621,TOOK.20190621.PHYTOPLANKTON.2,TOOK.20190621.PHYTOPLANKTON.2.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,5e-4,2e-6,2e-6
lake,TOOK,TOOK.AOS.buoy.c1,2019-06-21T17:44:00Z,TOOK.20190621,TOOK.20190621.PHYTOPLANKTON.1,TOOK.20190621.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,3e-4,1.2e-6,1.2e-6
lake,TOOK,TOOK.AOS.littoral2,2019-06-21T17:44:00Z,TOOK.20190621,TOOK.20190621.PHYTOPLANKTON.3,TOOK.20190621.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,5e-4,2e-6,2e-6
lake,TOOK,TOOK.AOS.littoral3,2019-07-31T18:15:00Z,TOOK.20190731,TOOK.20190731.PHYTOPLANKTON.2,TOOK.20190731.PHYTOPLANKTON.2.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,1e-4,4.0000000000000003e-7,4.0000000000000003e-7
lake,TOOK,TOOK.AOS.littoral2,2019-07-31T18:15:00Z,TOOK.20190731,TOOK.20190731.PHYTOPLANKTON.3,TOOK.20190731.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,250,NA,2e-4,8.000000000000001e-7,8.000000000000001e-7
lake,TOOK,TOOK.AOS.buoy.c1,2019-07-31T18:15:00Z,TOOK.20190731,TOOK.20190731.PHYTOPLANKTON.1,TOOK.20190731.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,500,NA,0.0011,2.2e-6,2.2e-6
lake,TOOK,TOOK.AOS.buoy.c0,2019-09-10T18:38:00Z,TOOK.20190910,TOOK.20190910.PHYTOPLANKTON.1,TOOK.20190910.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,500,NA,1e-4,2.0000000000000002e-7,2.0000000000000002e-7
