.
HOPB
LEWI
POSE
CUPE
GUIL
CRAM
LIRO
KING
MCDI
LECO
WALK
MAYF
PRLA
PRPO
ARIK
BLUE
PRIN
BLDE
WLOU
SYCA
REDB
MART
MCRA
BIGC
TECR
OKSR
TOOK
CARI
