siteID,collectDate,temp_mean_daily,temp_max_daily,temp_min_daily
BARC,2018-11-26,21.2988235294118,21.6,20.74
BARC,2018-11-27,20.8892857142857,20.99,20.77
BARC,2018-11-28,20.27,20.32,20.14
BARC,2018-11-29,19.2368421052632,19.31,19.17
BARC,2018-11-30,18.6305263157895,18.76,18.48
BARC,2018-12-01,18.4805263157895,18.78,18.1
BARC,2018-12-02,18.505,18.56,18.43
BARC,2018-12-03,19.1759090909091,19.74,18.6
BARC,2018-12-04,20.2946153846154,20.57,19.93
BARC,2018-12-05,19.9163157894737,20.38,19.49
BARC,2018-12-06,18.562962962963,18.65,18.45
BARC,2018-12-07,18.0628571428571,18.52,17.96
BARC,2018-12-08,17.9319230769231,18.22,17.61
BARC,2018-12-09,17.97875,18.21,17.5
BARC,2018-12-10,18.0404651162791,18.33,17.63
BARC,2018-12-11,17.321875,17.62,16.95
BARC,2018-12-12,16.9369230769231,17.01,16.88
BARC,2018-12-13,16.6110714285714,17.05,16.38
BARC,2018-12-14,16.584375,16.71,16.35
BARC,2018-12-15,16.7125,16.75,16.59
BARC,2018-12-16,17.048125,17.18,16.77
BARC,2018-12-17,17.087380952381,17.42,16.74
BARC,2018-12-18,16.8666666666667,17.18,16.6
BARC,2018-12-19,17.2064705882353,17.79,16.56
BARC,2018-12-20,16.7015555555556,17.05,16.51
BARC,2018-12-21,16.6618181818182,16.76,16.57
BARC,2018-12-22,16.500303030303,16.6,16.34
BARC,2018-12-23,16.1837777777778,16.56,15.89
BARC,2018-12-24,16.1870833333333,16.96,15.73
BARC,2018-12-25,16.3683333333333,17.09,15.71
BARC,2018-12-26,16.3202083333333,16.87,15.79
BARC,2018-12-27,16.1916666666667,16.47,15.87
BARC,2018-12-28,16.8429166666667,17.3,16.04
BARC,2018-12-29,18.2954166666667,18.92,17.26
BARC,2018-12-30,19.319347826087,19.96,18.66
BARC,2018-12-31,19.6008333333333,20.22,19
BARC,2019-01-01,20.2372916666667,21.22,19.23
BARC,2019-01-02,20.4854166666667,21.24,19.61
BARC,2019-01-03,20.6163636363636,21.65,19.87
BARC,2019-01-04,20.5614583333333,21.14,19.95
BARC,2019-01-05,20.2258333333333,20.84,19.19
BARC,2019-01-06,18.735625,19.3,17.97
BARC,2019-01-07,18.2114583333333,19,17.64
BARC,2019-01-08,18.2304166666667,18.98,17.58
BARC,2019-01-09,18.1529166666667,18.66,17.66
BARC,2019-01-10,17.740625,18.06,17.3
BARC,2019-01-11,17.171875,17.53,16.79
BARC,2019-01-12,16.8066666666667,17.09,16.56
BARC,2019-01-13,16.9752083333333,17.45,16.54
BARC,2019-01-14,17.3104166666667,17.77,16.79
BARC,2019-01-15,16.9897916666667,17.43,16.71
BARC,2019-01-16,16.5639583333333,16.7,16.26
BARC,2019-01-17,16.2760416666667,16.79,15.88
BARC,2019-01-18,16.3739583333333,17.17,15.85
BARC,2019-01-19,17.055,18.03,15.87
BARC,2019-01-20,16.854375,17.3,16.26
BARC,2019-01-21,16.2547916666667,16.83,15.77
BARC,2019-01-22,15.7085416666667,16.07,15.36
BARC,2019-01-23,15.8316666666667,16.13,15.34
BARC,2019-01-24,16.4695833333333,16.83,15.75
BARC,2019-01-25,16.9929166666667,17.49,16.25
BARC,2019-01-26,16.153125,16.53,15.76
BARC,2019-01-27,15.7620833333333,16.06,15.53
BARC,2019-01-28,15.165,15.52,14.75
BARC,2019-01-29,15.0495833333333,15.62,14.67
BARC,2019-01-30,14.91875,15.31,14.57
BARC,2019-01-31,14.4083333333333,14.6,14.08
BARC,2019-02-01,14.1670454545455,14.46,13.99
BARC,2019-02-02,14.6558333333333,15.05,13.97
BARC,2019-02-03,15.6559574468085,16.18,14.76
BARC,2019-02-04,16.0275,16.27,15.83
BARC,2019-02-05,16.505,17.38,15.87
BARC,2019-02-06,17.6173913043478,19.09,15.77
BARC,2019-02-07,18.35,19.74,16.68
BARC,2019-02-08,18.8202083333333,19.89,17.51
BARC,2019-02-09,19.38375,20.88,18.13
BARC,2019-02-10,17.5535416666667,18.15,17.05
BARC,2019-02-11,17.5639583333333,17.83,17.02
BARC,2019-02-12,19.2525,20.15,17.76
BARC,2019-02-13,19.5864583333333,20.29,19.02
BARC,2019-02-14,18.3260416666667,19.22,17.31
BARC,2019-02-15,17.9079166666667,18.54,17.17
BARC,2019-02-16,17.9779166666667,18.37,17.37
BARC,2019-02-17,18.3714583333333,18.76,17.61
BARC,2019-02-18,19.8741666666667,20.5,18.64
BARC,2019-02-19,20.8183333333333,21.86,19.93
BARC,2019-02-20,20.08875,20.49,19.71
BARC,2019-02-21,20.7627659574468,21.26,19.69
BARC,2019-02-22,22.0470212765957,22.75,20.72
BARC,2019-02-23,22.8751063829787,24.14,21.62
BARC,2019-02-24,23.4020833333333,24.57,22.33
BARC,2019-02-25,22.8302083333333,23.87,20.99
BARC,2019-02-26,20.76,21.34,20.19
BARC,2019-02-27,20.030625,20.17,19.81
BARC,2019-02-28,21.0353571428571,21.87,19.8
BARC,2019-03-01,21.5473076923077,22.17,20.19
BARC,2019-03-02,21.3977777777778,21.83,20.84
BARC,2019-03-03,21.1544680851064,21.72,20.88
BARC,2019-03-04,21.4227083333333,21.87,20.89
BARC,2019-03-05,21.0720833333333,21.47,20.28
BARC,2019-03-06,19.6664583333333,20.24,18.72
BARC,2019-03-07,18.7966666666667,19.5,18.24
BARC,2019-03-08,19.1221276595745,20.37,18.2
BARC,2019-03-09,19.4172916666667,20.38,18.32
BARC,2019-03-10,20.0877083333333,20.71,18.87
BARC,2019-03-11,21.5625,22.57,20.01
BARC,2019-03-12,22.5572916666667,23.37,21.14
BARC,2019-03-13,21.9689583333333,22.66,21.08
BARC,2019-03-14,21.54,22.09,21
BARC,2019-03-15,21.995,22.91,21.06
BARC,2019-03-16,23.1390909090909,23.56,22.49
BARC,2019-03-17,22.0710416666667,22.6,21.19
BARC,2019-03-18,20.7075,21.15,20.05
BARC,2019-03-19,20.2108333333333,20.62,19.82
BARC,2019-03-20,19.5625,19.86,19.14
BARC,2019-03-21,19.565625,20.07,19.11
BARC,2019-03-22,19.5654166666667,20.02,19.15
BARC,2019-03-23,19.7658333333333,20.35,19.14
BARC,2019-03-24,20.2931914893617,21.8,19.25
BARC,2019-03-25,20.7583333333333,21.76,19.56
BARC,2019-03-26,21.1727083333333,21.66,20.35
BARC,2019-03-27,21.5104166666667,22.44,20.63
BARC,2019-03-28,20.62,21.05,20.09
BARC,2019-03-29,20.570652173913,20.95,20.08
BARC,2019-03-30,20.91875,21.4,20.29
BARC,2019-03-31,21.8493617021277,23.14,20.48
BARC,2019-04-01,22.0479166666667,22.62,21.18
BARC,2019-04-02,21.191,21.37,21.05
BARC,2019-04-03,20.9261363636364,21.39,20.5
BARC,2019-04-04,20.9872916666667,21.53,20.47
BARC,2019-04-05,21.63125,22.32,20.61
BARC,2019-04-06,22.0947916666667,22.57,21.4
BARC,2019-04-07,23.1841666666667,24.04,21.86
BARC,2019-04-08,24.2502083333333,25.24,22.72
BARC,2019-04-09,24.5822857142857,25.29,23.77
BARC,2019-04-10,24.6772916666667,25.2,24.07
BARC,2019-04-11,24.8660416666667,25.97,24.03
BARC,2019-04-12,24.7672916666667,25.38,24.08
BARC,2019-04-13,25.7775,26.63,24.33
BARC,2019-04-14,26.2783333333333,27.17,25.44
BARC,2019-04-15,25.7052083333333,26.43,24.77
BARC,2019-04-16,24.95375,25.6,24.19
BARC,2019-04-17,24.7385416666667,25.44,24.13
BARC,2019-04-18,24.9108333333333,25.5,24.21
BARC,2019-04-19,25.2927083333333,26.11,24.45
BARC,2019-04-20,24.4797826086957,25.08,23.81
BARC,2019-04-21,23.73375,24.05,23.26
BARC,2019-04-22,23.9302083333333,24.65,23.22
BARC,2019-04-23,24.4710416666667,25.97,23.27
BARC,2019-04-24,24.7689361702128,26.13,23.52
BARC,2019-04-25,25.2925,26.62,23.91
BARC,2019-04-26,25.506,26.28,24.47
BARC,2019-04-27,25.0164583333333,25.55,24.45
BARC,2019-04-28,25.39625,26.46,24.41
BARC,2019-04-29,26.1333333333333,27.64,24.71
BARC,2019-04-30,26.0677083333333,26.72,25.23
BARC,2019-05-01,26.295,26.88,25.64
BARC,2019-05-02,26.581875,27.13,25.94
BARC,2019-05-03,26.749375,27.13,26.21
BARC,2019-05-04,26.9947916666667,27.47,26.57
BARC,2019-05-05,27.5029166666667,28.29,26.64
BARC,2019-05-06,26.83125,27.26,26.47
BARC,2019-05-07,27.8364583333333,28.93,26.47
BARC,2019-05-08,27.9691666666667,29.02,27.1
BARC,2019-05-09,27.771875,28.27,27.33
BARC,2019-05-10,27.8753125,28.63,27.35
BARC,2019-05-11,28.4491666666667,29.57,27.45
BARC,2019-05-12,28.6983333333333,29.49,27.77
BARC,2019-05-13,28.6970833333333,29.11,28.22
BARC,2019-05-14,28.3929166666667,28.78,27.96
BARC,2019-05-15,28.5033333333333,29.21,27.93
BARC,2019-05-16,28.5316666666667,29.35,27.95
BARC,2019-05-17,28.74875,30.07,27.95
BARC,2019-05-18,28.9297916666667,30,28.03
BARC,2019-05-19,28.8589583333333,29.69,28.23
BARC,2019-05-20,29.2739583333333,30.54,28.22
BARC,2019-05-21,29.7391489361702,31.44,28.63
BARC,2019-05-22,30.0993617021277,31.47,28.93
BARC,2019-05-23,29.9133333333333,30.73,29.22
BARC,2019-05-24,29.6471111111111,30.08,29.21
BARC,2019-05-25,29.9239583333333,30.71,29.19
BARC,2019-05-26,30.1141666666667,30.88,29.35
BARC,2019-05-27,30.71375,31.89,29.54
BARC,2019-05-28,30.80375,31.87,29.92
BARC,2019-05-29,30.6577083333333,31.87,30.09
BARC,2019-05-30,30.83375,31.71,30.07
BARC,2019-05-31,31.2185416666667,32.12,30.25
BARC,2019-06-01,30.876875,31.2,30.53
BARC,2019-06-02,31.1935416666667,32.12,30.51
BARC,2019-06-03,31.1989583333333,31.7,30.64
BARC,2019-06-04,31.5652083333333,32.29,30.86
BARC,2019-06-05,31.656875,32.58,31.08
BARC,2019-06-06,31.8125,32.53,31.07
BARC,2019-06-07,31.4344444444444,31.69,31.07
BARC,2019-06-08,31.1670833333333,31.28,31.06
BARC,2019-06-09,30.7845454545455,30.99,30.3
BARC,2019-06-10,30.2452631578947,30.33,29.62
BARC,2019-06-11,30.0278260869565,30.3,29.61
BARC,2019-06-12,30.19125,30.74,29.54
BARC,2019-06-13,29.7961904761905,29.9,29.65
BARC,2019-06-14,29.336,29.42,29.26
BARC,2019-06-15,29.3840740740741,29.81,28.97
BARC,2019-06-16,29.4472,29.9,29
BARC,2019-06-17,30.101,30.95,29.08
BARC,2019-06-18,29.8456,30.3,29.39
BARC,2019-06-19,29.9716666666667,30.49,29.34
BARC,2019-06-20,29.56375,29.82,29.07
BARC,2019-06-21,29.6111538461538,30.05,29.09
BARC,2019-06-22,30.3011538461538,31,29.38
BARC,2019-06-23,30.8128,31.51,30
BARC,2019-06-24,31.3923076923077,32.28,30.28
BARC,2019-06-25,31.6330769230769,32.25,30.74
BARC,2019-06-26,31.9782608695652,32.56,31.04
BARC,2019-06-27,31.9761538461538,32.62,31.22
BARC,2019-06-28,31.7588,32.27,31.13
BARC,2019-06-29,31.6379166666667,32.26,31.06
BARC,2019-06-30,31.5316,32.48,30.87
BARC,2019-07-01,31.9792307692308,32.83,30.88
BARC,2019-07-02,31.9511538461538,32.72,31.07
BARC,2019-07-03,32.3028571428571,33.41,31.23
BARC,2019-07-04,32.453,33.2,31.51
BARC,2019-07-05,32.4463157894737,33.54,31.65
BARC,2019-07-06,31.8333333333333,32.26,31.64
BARC,2019-07-07,31.4794736842105,31.73,31.16
BARC,2019-07-08,31.215652173913,31.81,30.74
BARC,2019-07-09,32.0058333333333,33.08,30.74
BARC,2019-07-10,31.7315,32.66,30.96
BARC,2019-07-11,31.4856,31.92,30.97
BARC,2019-07-12,31.6091666666667,32.31,31.03
BARC,2019-07-13,31.73125,32.53,31.03
BARC,2019-07-14,31.9153846153846,32.71,31.01
BARC,2019-07-15,32.8211764705882,33.97,31.41
BARC,2019-07-16,32.394375,33.42,31.78
BARC,2019-07-17,32.6102380952381,33.66,31.8
BARC,2019-07-18,32.3033333333333,33.23,31.48
BARC,2019-07-19,32.428125,33.41,31.47
BARC,2019-07-20,32.32125,32.94,31.45
BARC,2019-07-21,32.5271428571429,33.83,31.45
BARC,2019-07-22,32.1554166666667,32.83,31.33
BARC,2019-07-23,31.9722916666667,32.93,31.32
BARC,2019-07-24,31.8348387096774,32.22,31.29
BARC,2019-07-25,31.2516,31.42,30.7
BARC,2019-07-26,30.87375,31.26,30.42
BARC,2019-07-27,30.4628,30.55,30.13
BARC,2019-07-28,30.6973076923077,31.23,30.14
BARC,2019-07-29,30.4130303030303,30.64,30.02
BARC,2019-07-30,30.5261538461538,30.97,30.01
BARC,2019-07-31,31.2179166666667,32.02,30.11
BARC,2019-08-01,31.3765,32.55,30.44
BARC,2019-08-02,30.9491666666667,31.51,30.47
BARC,2019-08-03,30.6382608695652,30.99,30.33
BARC,2019-08-04,31.5523076923077,32.91,30.29
BARC,2019-08-05,31.4519230769231,32.07,30.65
BARC,2019-08-06,31.4348,31.98,30.82
BARC,2019-08-07,31.6158333333333,32.26,30.84
BARC,2019-08-08,31.12,31.37,30.96
BARC,2019-08-09,31.3697916666667,32,30.69
BARC,2019-08-10,31.8178787878788,32.48,30.92
BARC,2019-08-11,32.2678571428571,33.02,31.21
BARC,2019-08-12,32.3052173913043,33.01,31.53
BARC,2019-08-13,32.7421739130435,33.64,31.54
BARC,2019-08-14,32.7358333333333,33.75,31.68
BARC,2019-08-15,32.576,32.97,31.8
BARC,2019-08-16,31.8339130434783,32,31.73
BARC,2019-08-17,31.1826315789474,31.27,31.05
BARC,2019-08-18,30.3311764705882,30.4,30.24
BARC,2019-08-19,29.9381818181818,30.03,29.58
BARC,2019-08-20,30.3213043478261,30.96,29.56
BARC,2019-08-21,30.3304761904762,31.09,29.67
BARC,2019-08-22,30.8308333333333,31.87,29.75
BARC,2019-08-23,31.6863636363636,33.55,30.12
BARC,2019-08-24,31.304,31.9,30.48
BARC,2019-08-25,31.2976,31.91,30.59
BARC,2019-08-26,31.0618181818182,31.35,30.7
BARC,2019-08-27,31.3633333333333,32.08,30.51
BARC,2019-08-28,31.3735,32.54,30.54
BARC,2019-08-29,31.4061904761905,32,30.53
BARC,2019-08-30,31.41125,31.82,30.84
BARC,2019-08-31,30.8379166666667,31.08,30.76
BARC,2019-09-01,30.9847826086957,31.31,30.47
BARC,2019-09-02,30.5404166666667,30.66,30.36
BARC,2019-09-03,30.5875,30.92,30.14
BARC,2019-09-04,30.32125,30.56,30.04
BARC,2019-09-05,29.6717391304348,29.75,29.57
BARC,2019-09-06,29.7613636363636,30.2,29.21
BARC,2019-09-07,30.2683333333333,31.18,29.41
BARC,2019-09-08,30.8918181818182,31.89,29.61
BARC,2019-09-09,31.3236363636364,32.46,29.91
BARC,2019-09-10,31.6335,33.22,30.25
BARC,2019-09-11,31.0513043478261,31.5,30.41
BARC,2019-09-12,30.725652173913,31.05,30.35
BARC,2019-09-13,30.5818181818182,30.78,30.22
BARC,2019-09-14,30.2895238095238,30.4,30.1
BARC,2019-09-15,30.0708695652174,30.3,29.84
BARC,2019-09-16,30.0877272727273,30.37,29.71
BARC,2019-09-17,30.325652173913,30.87,29.72
BARC,2019-09-18,30.3986956521739,30.88,29.75
BARC,2019-09-19,30.232380952381,30.57,29.73
BARC,2019-09-20,29.6733333333333,29.77,29.55
BARC,2019-09-21,29.3552173913043,29.5,29.14
BARC,2019-09-22,29.0004545454545,29.13,28.84
BARC,2019-09-23,28.9004545454545,29.2,28.56
BARC,2019-09-24,28.7891304347826,29.14,28.43
BARC,2019-09-25,29.1342857142857,29.77,28.27
BARC,2019-09-26,29.3331818181818,30.28,28.38
BARC,2019-09-27,29.4322727272727,30.02,28.7
BARC,2019-09-28,29.74,30.42,28.94
BARC,2019-09-29,29.1717391304348,29.4,28.84
BARC,2019-09-30,28.9945454545455,29.35,28.56
BARC,2019-10-01,29.0336363636364,29.33,28.57
BARC,2019-10-02,28.8836363636364,29.15,28.59
BARC,2019-10-03,28.9,29.19,28.55
BARC,2019-10-04,28.9673913043478,29.37,28.47
BARC,2019-10-05,29.2582608695652,29.98,28.37
BARC,2019-10-06,28.6665625,28.9,28.36
BARC,2019-10-07,28.2813636363636,28.38,28.22
BARC,2019-10-08,28.2523076923077,28.42,27.99
BARC,2019-10-09,27.7826470588235,28.07,27.58
BARC,2019-10-10,27.596170212766,27.87,27.28
BARC,2019-10-11,27.3695833333333,27.74,27.04
BARC,2019-10-12,27.2579166666667,27.69,26.9
BARC,2019-10-13,27.2670833333333,28.02,26.81
BARC,2019-10-14,27.5202083333333,28.61,26.79
BARC,2019-10-15,27.525625,28.55,26.9
BARC,2019-10-16,27.4270833333333,28.03,27
BARC,2019-10-17,27.22,27.51,26.9
BARC,2019-10-18,26.8170833333333,27.16,26.41
BARC,2019-10-19,26.1258333333333,26.37,25.82
BARC,2019-10-20,25.84625,25.99,25.69
BARC,2019-10-21,26.2479166666667,26.82,25.67
BARC,2019-10-22,25.9639583333333,26.16,25.8
BARC,2019-10-23,25.9242857142857,26.12,25.83
BARC,2019-10-27,25.75,25.8,25.72
BARC,2019-10-28,26.0175,26.27,25.71
BARC,2019-10-29,27.0891489361702,28.2,25.8
BARC,2019-10-30,27.3460416666667,28.39,26.65
BARC,2019-10-31,27.445,28.23,26.63
BARC,2019-11-01,27.17875,27.71,26.28
BARC,2019-11-02,25.951875,26.23,25.48
BARC,2019-11-03,25.2489473684211,25.44,24.95
BARC,2019-11-04,24.4682978723404,24.84,24.1
BARC,2019-11-05,24.218085106383,24.47,24.01
BARC,2019-11-06,24.4220833333333,25.42,24.02
BARC,2019-11-07,24.321875,24.67,24.01
BARC,2019-11-08,24.11,24.12,24.1
BARC,2019-11-10,23.0664285714286,23.26,22.86
BARC,2019-11-11,22.928125,23.44,22.51
BARC,2019-11-12,22.963829787234,23.81,22.43
BARC,2019-11-13,22.578125,23.09,21.89
BARC,2019-11-14,21.471875,21.83,21
BARC,2019-11-15,20.9079166666667,21.05,20.67
BARC,2019-11-16,20.43625,20.65,20.12
BARC,2019-11-17,19.85375,20.1,19.57
BARC,2019-11-18,18.8336363636364,19.06,18.56
BARC,2019-11-19,18.9110416666667,19.39,18.5
BARC,2019-11-20,18.5872916666667,18.89,18.31
BARC,2019-11-21,18.294,18.31,18.28
BARC,2019-11-27,18.5816216216216,19.39,18.02
BARC,2019-11-28,18.9360416666667,19.52,18
BARC,2019-11-29,18.916875,19.46,18.37
BARC,2019-11-30,18.740625,19.28,18.32
BARC,2019-12-01,19.133125,19.75,18.39
BARC,2019-12-02,19.2295833333333,19.53,18.69
BARC,2019-12-03,18.609375,18.87,18.08
BARC,2019-12-04,17.8511764705882,18.16,17.49
BARC,2019-12-05,17.4404761904762,17.74,17.11
BARC,2019-12-06,17.23125,17.71,16.84
BARC,2019-12-07,17.2264583333333,17.89,16.77
BARC,2019-12-08,17.0722916666667,17.39,16.75
BARC,2019-12-09,17.3458333333333,17.52,16.78
BARC,2019-12-10,18.0977083333333,18.67,17.37
BARC,2019-12-11,18.7666666666667,19.3,17.71
BARC,2019-12-12,18.2977083333333,18.97,17.65
BARC,2019-12-13,17.7839583333333,17.86,17.61
BARC,2019-12-14,18.2666666666667,18.59,17.85
BARC,2019-12-15,18.3182978723404,18.66,17.92
BARC,2019-12-16,18.2441666666667,18.9,17.85
BARC,2019-12-17,18.5953191489362,19.25,17.84
BARC,2019-12-18,19.2532608695652,19.66,18.55
BARC,2019-12-19,18.2638461538462,18.49,18.14
BARC,2020-01-01,18.8194117647059,19.36,18.21
BARC,2020-01-02,18.2514583333333,18.69,17.96
BARC,2020-01-03,18.4509523809524,18.73,17.93
BARC,2020-01-04,19.5828888888889,20.4,18.48
BARC,2020-01-05,19.3425,19.87,18.33
BARC,2020-01-06,18.0652173913043,18.38,17.67
BARC,2020-01-07,17.7533333333333,18.28,17.33
BARC,2020-01-08,17.5445833333333,17.89,17.12
BARC,2020-01-09,17.0789583333333,17.39,16.73
BARC,2020-01-10,17.0779166666667,17.35,16.67
BARC,2020-01-11,17.4420689655172,17.89,16.87
BARC,2020-01-12,18.5869565217391,19.06,17.75
BARC,2020-01-13,19.7710416666667,20.43,18.67
BARC,2020-01-14,20.7931914893617,21.46,19.95
BARC,2020-01-15,20.8954166666667,21.68,20.05
BARC,2020-01-16,21.2335416666667,22,20.29
BARC,2020-01-17,21.1775862068966,21.58,20.55
BARC,2020-01-18,19.5689130434783,20.1,19.02
BARC,2020-01-19,19.4575,19.82,18.95
BARC,2020-01-20,19.4669565217391,19.74,19.19
BARC,2020-01-21,18.1134782608696,18.49,17.58
BARC,2020-01-22,17.0164583333333,17.54,16.15
BARC,2020-01-23,16.0295454545455,16.08,15.95
BARC,2020-01-24,15.78,15.91,15.57
BARC,2020-01-25,16.216875,16.6,15.62
BARC,2020-01-26,16.14125,16.56,15.81
BARC,2020-01-27,16.0622916666667,16.44,15.79
BARC,2020-01-28,16.01375,16.29,15.76
BARC,2020-01-29,15.9835416666667,16.37,15.64
BARC,2020-01-30,15.5809523809524,15.75,15.42
