siteID,year,month,n_nutrient_samples,NO3_mean,NO3_sd,NH4_mean,NH4_sd,TDN_mean,TDN_sd,TN_mean,TN_sd,OrthoP_mean,OrthoP_sd,TDP_mean,TDP_sd,TP_mean,TP_sd
CRAM,2024,8,2,0.0020499999999999997,7.071067811865463e-5,0.101,0.1337846030004948,0.355,0.148492424049175,0.455,0.007071067811865481,0.00465,0.0060104076400856535,0.0149,0.014707821048680188,0.0231,0.01626345596729059
CRAM,2024,9,2,0.0015500000000000002,7.07106781186548e-5,0.14745,0.20640446942835322,0.385,0.21920310216782976,0.42,0.24041630560342614,0.0075,0.010323759005323594,0.0184,0.019233304448274095,0.028900000000000002,0.026728636328851498
CRAM,2024,10,4,0.003775,0.00251975527912269,0.14115,0.15535946489780833,0.3425,0.2321457875272921,0.4575,0.185,0.0025666666666666667,0.0020502032419575707,0.012275,0.010530392521965488,0.02135,0.015479556410526327
CRAM,2024,11,2,0.0025,2.828427124746191e-4,0.22959999999999997,0.32215784950859105,0.475,0.48790367901871773,0.625,0.41719300090006306,0.00165,0.0010606601717798212,0.01405,0.009404520189781083,0.02385,0.018879751057680815
CRAM,2025,2,1,0.0077,NA,0.009,NA,0.31,NA,0.36,NA,NA,NA,0.006,NA,0.0136,NA
CRAM,2025,3,3,0.0081,0,0.0314333333333333,0,0.356666666666667,0,0.34,0,6e-4,0,0.00543333333333333,0,0.00976666666666667,0
CRAM,2025,4,1,0.0027,NA,0.0039,NA,0.26,NA,0.28,NA,6e-4,NA,0.0055,NA,0.0131,NA
CRAM,2025,5,2,0.0334,0.033658282784479666,0.00315,0.0024748737341529162,0.3,0,0.355,0.0636396103067893,0.0021,2.8284271247461896e-4,0.0086,0.0011313708498984765,0.012750000000000001,0.0030405591591021546
CRAM,2025,6,4,0.007425,0.0029837057495671385,0.0171,0.017938970613350886,0.27,0.008164965809277268,0.37,0.06733003292241388,0.001675,7.135591542869216e-4,0.008275,0.0011814539065631519,0.0137,0.003999166579843022
CRAM,2025,8,2,0.0072,0.006363961030678928,0.07615,0.10288403666264267,0.33,0.08485281374238571,0.43999999999999995,0.21213203435596426,0.00185,0.001202081528017131,0.01,0.003959797974644667,0.01715,0.016334166645409248
CRAM,2025,9,4,0.015349999999999999,0.025935625434268333,0.0912,0.10047304779558214,0.35,0.09309493362512625,0.3725,0.15063753405664423,0.002025,0.0010781929326423912,0.008575,0.0043099690640807774,0.024175000000000002,0.01869141960009102
CRAM,2025,10,2,0.00235,9.192388155425118e-4,0.15675,0.21347553724021867,0.42,0.22627416997969516,0.39,0.15556349186104043,0.0026500000000000004,0.003464823227814083,0.00955,0.007848885271170678,0.0191,0.014707821048680188
CRAM,2025,11,3,0.054066666666666666,0.03453206239617514,0.1933,0.23205087804186394,0.4933333333333333,0.2836077102854105,0.49,0.2645751311064591,0.0037,0.0041617304093369625,0.0144,0.013182184947875675,0.0196,0.015364569632762254
LIRO,2017,4,3,0.021666666666666667,0.004163331998932265,0.059,0.019467922333931787,0.31783333333333336,0.018098710819650476,0.3384,0.028272424727992466,0.019,0.0034641016151377535,0.004,0.003,0.005333333333333333,0.003511884584284246
LIRO,2017,5,3,0.006666666666666666,0.00404145188432738,0.056666666666666664,0.01858314648635514,0.3138,0.04695178377868085,0.29136666666666666,0.04368573375065747,0.018,0,0.003,5e-4,0.005,0.001
LIRO,2017,6,3,0.012,0.001,0.06833333333333333,0.004163331998932261,0.2192,0.007696102909914856,0.2851666666666667,0.006788470618138744,0.0033333333333333335,0.0011547005383792516,0.01633333333333333,0.006658328118479392,0.028666666666666667,0.007371114795831993
LIRO,2017,7,6,0.028319999999999998,0.02360925665920043,0.025224999999999997,0.005547597077414088,0.2770166666666667,0.03860256036413474,0.32155,0.010781604704310022,0.029833333333333333,0.007277820186475252,0.007983333333333334,0.006690714959304922,0.023783333333333333,0.02920845197313042
LIRO,2017,8,3,0.0281,9.99999999999994e-5,0.0714,0.005494542747126458,0.2824,0.017610224302944025,0.31243333333333334,0.024004235737330463,0.029333333333333333,0.002309401076758503,0.005933333333333334,0.004445597072760118,0.009333333333333332,0.003785938897200182
LIRO,2017,10,6,0.027533333333333333,0.007370436441170451,0.11366666666666667,0.021582477460507943,0.0974,0.013269137123415375,0.15996666666666667,0.03404060320656299,0.007,0.003464101615137754,0.007333333333333333,0.005033222956847167,0.041,0.0073484692283495336
LIRO,2017,11,3,0.20045000000000002,0.2639629614169382,0.10435,0.006576093065034894,0.1525,0.005656854249492385,0.20513333333333333,0.0033709543653590666,0.0225,0.007778174593052022,0.0025,7.071067811865475e-4,0.004333333333333333,0.0015275252316519468
LIRO,2018,2,1,0.0594,NA,0.1792,NA,0.2893,NA,0.3163,NA,0.043,NA,5e-4,NA,0.002,NA
LIRO,2018,3,1,0.0668,NA,0.0319,NA,0.3338,NA,0.3402,NA,0.095,NA,0.007,NA,0.008,NA
LIRO,2018,5,4,0.01605,0.020184895342805223,0.046275,0.02621581901575205,0.382125,0.028806061283463694,0.468775,0.05815326732007413,0.01925,0.002499999999999999,0.006725,0.007202025178147231,0.06392500000000001,0.03464018620042335
LIRO,2018,6,2,0.011099999999999999,0.0026870057685088804,0.02895,0.022415284963613558,0.21025,0.008131727983645304,0.2903,0.05218448045156719,0.027,0.004242640687119284,5e-4,0,0.1074,0.13067333316327398
LIRO,2018,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0395,0.03181980515339464
LIRO,2018,8,1,0.0164,NA,0.0286,NA,0.3181,NA,0.3478,NA,0.012,NA,5e-4,NA,0.002,NA
LIRO,2018,9,1,0.0111,NA,0.0129,NA,0.2808,NA,0.316,NA,0.016,NA,0.0065,NA,0.008,NA
LIRO,2018,10,2,0.0406,NA,0.0213,0.010040916292848975,0.2905,0.05091168824543143,0.33335000000000004,0.014071424945612277,0.02,0.019798989873223333,0.002,0.0021213203435596424,0.0221,0.024890158697766472
LIRO,2018,11,1,NA,NA,NA,NA,0.3549,NA,0.5473,NA,0.022,NA,5e-4,NA,0.047,NA
LIRO,2019,2,1,NA,NA,0.0729,NA,0.335,NA,0.453,NA,0.234,NA,0.0276,NA,0.0382,NA
LIRO,2019,3,1,0.0501,NA,0.0942,NA,0.3517,NA,0.3819,NA,0.028,NA,5e-4,NA,NA,NA
LIRO,2019,4,1,NA,NA,0.0251,NA,0.1926,NA,0.3061,NA,0.035,NA,5e-4,NA,0.0152,NA
LIRO,2019,5,2,0.020649999999999998,0.017324116139070415,0.0391,0.010606601717798213,0.25875000000000004,0.0060104076400856596,0.29855,0.014354267658086905,0.039,0.0028284271247461927,0.012799999999999999,0.014283556979968259,0.136,0.14184562030602144
LIRO,2019,6,1,NA,NA,0.0869,NA,0.2585,NA,0.2546,NA,0.041,NA,0.0079,NA,0.2207,NA
LIRO,2019,7,6,0.00718333333333333,2.7386127875258284e-4,0.022116666666666653,0.0026108108574413105,0.236775,0.005395067191425885,0.27975,0.009092194454585728,0.0258,0.001898771532684538,0.008533333333333315,0.003943602414037179,0.12440000000000015,0.12243424902098833
LIRO,2019,8,2,0.00275,0,0.00465,0,0.2397,0,0.2162,0,NA,NA,0.00925,0,0.039,0
LIRO,2019,9,5,NA,NA,0.027299999999999998,0.008626630280706364,0.24078000000000002,0.019882328837437544,0.26321,0.014322944878760098,NA,NA,0.00899999999999998,0.0014149499402216611,0.12382,0.06515159821523951
LIRO,2019,10,4,NA,NA,0.129725,0,0.234866666666667,0,0.262166666666667,0,0.0595,0,0.01125,0,0.20685,0
LIRO,2019,11,2,0.0026,0,0.03005,0,0.2191,0,0.2178,0,NA,NA,0.0067,0,0.1613,0
LIRO,2020,1,1,0.0614,NA,0.1294,NA,0.2727,NA,0.2862,NA,0.0159,NA,5e-4,NA,0.018,NA
LIRO,2020,2,1,0.0661,NA,0.039,NA,0.3472,NA,0.3762,NA,0.0181,NA,5e-4,NA,0.011,NA
LIRO,2020,3,1,0.0951,NA,0.0022,NA,0.3594,NA,0.3232,NA,0.004,NA,0.009,NA,0.015,NA
LIRO,2020,6,1,6e-4,NA,0.0026,NA,0.262433333333333,NA,0.3076,NA,0.001,NA,0.0084,NA,0.0186,NA
LIRO,2020,8,1,6e-4,NA,0.0061,NA,0.267766666666667,NA,0.301166666666667,NA,NA,NA,0.0096,NA,0.0147,NA
LIRO,2020,9,1,NA,NA,0.0026,NA,0.2732,NA,0.2854,NA,2e-4,NA,0.0089,NA,0.0126,NA
LIRO,2020,10,2,0.0044,0.0038183766184073566,0.01225,0.01279863273947651,0.16771666666666651,0.007801744819091324,0.26155,0.069225753878163,2e-4,NA,0.010100000000000001,0.0018384776310850235,0.01525,9.192388155425124e-4
LIRO,2021,2,1,0.0228,NA,0.0471,NA,0.2813,NA,0.2993,NA,0.0018,NA,0.009,NA,0.0159,NA
LIRO,2021,3,1,0.0338,NA,0.0415,NA,0.3616,NA,0.3958,NA,0.0011,NA,0.0154,NA,0.0153,NA
LIRO,2021,4,2,0.009149999999999998,0.010960155108391484,0.0167,0.01739482681718907,0.19375,0.005444722215136405,0.2852,0.03507249634685274,4e-4,NA,0.01405,0.003040559159102153,0.01935,0.0050204581464244865
LIRO,2021,5,2,0.0058,0.007778174593052022,0.0349,0.04525483399593904,0.25905,0.050416713498600864,0.29825,0.029910616844190965,0.0029,NA,0.015099999999999999,0.010465180361560902,0.02185,0.009545941546018392
LIRO,2021,6,1,0.0015,NA,0.002,NA,0.2187,NA,0.2469,NA,NA,NA,0.0106,NA,0.0148,NA
LIRO,2021,7,1,2e-4,NA,0.0011,NA,0.1655,NA,0.2114,NA,NA,NA,0.0076,NA,0.0173,NA
LIRO,2021,8,3,7.6666666666666e-4,0,8.3333333333333e-4,0,0.188033333333333,0,0.225466666666667,0,NA,NA,0.00483333333333333,0,0.0153,0
LIRO,2021,9,1,NA,NA,0.0051,NA,0.2266,NA,0.2097,NA,NA,NA,0.0064,NA,0.0099,NA
LIRO,2021,10,2,0.0032,NA,0.01345,0.011384419177103413,0.20500000000000002,0.032526911934581196,0.2502,0.017394826817189075,2e-4,NA,0.0075,8.485281374238568e-4,0.0111,0.006081118318204309
LIRO,2021,11,2,0.008150000000000001,0.003464823227814083,0.024,0.012586500705120544,0.24075000000000002,0.0126572113832392,0.29035,0.008980256121069185,9e-4,NA,0.00835,0.001202081528017131,0.01725,0.001767766952966368
LIRO,2022,2,1,0.0232,NA,0.0472,NA,NA,NA,0.3997,NA,0.0014,NA,0.0091,NA,0.0126,NA
LIRO,2022,3,1,0.0815,NA,0.0191,NA,0.3163,NA,0.3519,NA,0.0011,NA,0.0068,NA,0.013,NA
LIRO,2022,5,2,0.03125,0.03867874093090415,0.008199999999999999,1.414213562373099e-4,0.24015,0.01817264427649427,0.32120000000000004,0.0636396103067893,0.001,NA,0.008400000000000001,2.8284271247461853e-4,0.0155,0.0018384776310850222
LIRO,2022,6,2,3e-4,4.242640687119285e-4,0.0073,0.009050966799187809,0.21615,0.008838834764831832,0.31255,0.04900249993622776,0.0036,NA,0.010249999999999999,0.003889087296526011,0.02495,0.016051323932934628
LIRO,2022,7,2,0.0014,8.48528137423857e-4,0.01235,0.005303300858899107,0.18264999999999998,0.007000357133746815,0.24765,0.01534421715174808,0.0014500000000000001,0.0017677669529663688,0.010700000000000001,0.0039597979746446655,0.03305,0.01873832970144351
LIRO,2022,8,3,0.00113333333333333,0,0.00703333333333333,0,0.2305,0,0.268933333333333,0,1.3333333333333e-4,0,0.00763333333333333,0,0.0131666666666667,0
LIRO,2022,9,1,5e-4,NA,0.0033,NA,0.172,NA,0.1956,NA,NA,NA,0.0073,NA,0.0113,NA
LIRO,2022,10,5,0.001375,7.5e-4,0.00332,0.0034615025639164274,0.25218000000000024,0.015902368796293805,0.2851,0.017390514655984166,2.79999999999998e-4,2.1291625896894902e-4,0.007480000000000002,4.6404022814119467e-4,0.01556000000000002,0.0016526745999540491
LIRO,2023,1,1,0.0068,NA,0.0593,NA,0.3191,NA,0.273,NA,0.0045,NA,0.0158,NA,0.0176,NA
LIRO,2023,2,1,0.0297,NA,0.0618,NA,0.2478,NA,0.2919,NA,0.0025,NA,0.0119,NA,0.0145,NA
LIRO,2023,3,1,0.0396,NA,0.0425,NA,0.3359,NA,0.3386,NA,0.0016,NA,0.0115,NA,0.0148,NA
LIRO,2023,5,4,0.0372,0.041738311737139856,0.009349999999999999,0.0077638049091065305,0.2503,0.012871933291726879,0.364,0.10273882745421357,9e-4,NA,0.00935,0.0013820274961085259,0.0218,0.014427519999408538
LIRO,2023,7,1,0.0015,NA,0.0048,NA,0.2769,NA,0.3043,NA,0.0026,NA,0.0061,NA,0.0126,NA
LIRO,2023,8,2,0.00165,0.0014849242404917499,0.0033,7.071067811865475e-4,0.2,0.01668772003600251,0.24125,0.02184959953866431,0.0017499999999999998,7.778174593052024e-4,0.00535,6.363961030678926e-4,0.01285,3.535533905932741e-4
LIRO,2023,10,1,0.0199,NA,0.0156,NA,0.0184,NA,NA,NA,7e-4,NA,0.0093,NA,0.015,NA
LIRO,2023,11,3,NA,NA,0.0346666666666667,0,0.293333333333333,0,0.343333333333333,0,5.6666666666666e-4,0,0.0077,0,0.0131666666666667,0
LIRO,2024,1,1,0.0249,NA,0.0801,NA,0.29,NA,0.36,NA,3e-4,NA,0.0083,NA,0.0209,NA
LIRO,2024,2,1,0.0327,NA,0.115,NA,0.35,NA,0.33,NA,4e-4,NA,0.0078,NA,0.0175,NA
LIRO,2024,4,1,0.0027,NA,0.0027,NA,0.21,NA,0.22,NA,9e-4,NA,0.004,NA,0.0133,NA
LIRO,2024,5,2,0.00395,0.005020458146424487,0.01785,0.02142533546995239,0.26,0.028284271247461926,0.38,0.15556349186104043,3.9999999999999996e-4,1.4142135623730954e-4,0.004399999999999999,0.0011313708498984758,0.01245,0.0017677669529663693
LIRO,2024,6,1,0.0012,NA,0.0035,NA,0.22,NA,0.24,NA,9e-4,NA,0.0094,NA,0.0111,NA
LIRO,2024,7,2,0.0011,NA,0.00325,0.0013435028842544402,0.225,0.007071067811865481,0.275,0.03535533905932737,4.5e-4,2.1213203435596425e-4,0.0068000000000000005,7.071067811865476e-4,0.0106,0.0016970562748477136
LIRO,2024,8,1,0.0032,NA,0.0073,NA,0.24,NA,0.25,NA,1e-4,NA,0.0065,NA,0.0155,NA
LIRO,2024,9,1,0.0033,NA,0.0112,NA,0.2,NA,0.29,NA,8e-4,NA,0.004,NA,0.013,NA
LIRO,2024,10,1,0.0117,NA,0.045,NA,0.27,NA,0.33,NA,8e-4,NA,0.0087,NA,0.0362,NA
LIRO,2024,11,1,0.0177,NA,0.0457,NA,0.28,NA,0.29,NA,0.0017,NA,0.0097,NA,0.0133,NA
LIRO,2025,2,1,0.0304,NA,0.0226,NA,0.31,NA,0.36,NA,3e-4,NA,0.009,NA,0.0183,NA
LIRO,2025,3,3,0.0521666666666667,0,0.0853,0,0.313333333333333,0,0.316666666666667,0,0.00103333333333333,0,0.0039,0,0.00943333333333333,0
LIRO,2025,4,1,0.0372,NA,0.0164,NA,0.24,NA,0.26,NA,8e-4,NA,0.0068,NA,0.0167,NA
LIRO,2025,5,2,0.046450000000000005,0.01760695885154503,0.0036,0.001414213562373095,0.24,0,0.42,0.26870057685088805,0.00185,2.1213203435596436e-4,0.00645,2.121320343559642e-4,0.0171,0.007919595949289334
LIRO,2025,6,2,0.01395,0.013364318164425749,0.0028,2.828427124746191e-4,0.225,0.03535533905932737,0.32,0.08485281374238571,6.000000000000001e-4,5.65685424949238e-4,0.0062,4.242640687119284e-4,0.011349999999999999,3.5355339059327283e-4
LIRO,2025,8,2,0.007299999999999999,0.005656854249492379,0.0199,0.00876812408671319,0.235,0.021213203435596427,0.26,0,8.5e-4,6.363961030678928e-4,0.0056,9.899494936611668e-4,0.0104,0.0019798989873223336
LIRO,2025,9,1,0.0284,NA,0.0566,NA,0.24,NA,0.22,NA,NA,NA,0.0047,NA,0.0106,NA
LIRO,2025,10,1,0.0164,NA,0.0554,NA,0.3,NA,0.28,NA,0.0034,NA,0.0082,NA,0.0126,NA
LIRO,2025,11,2,0.04035,0.01746553749530772,0.0641,0.005374011537017763,0.35,0.014142135623730925,0.38,0.028284271247461926,0.0033499999999999997,7.071067811865463e-5,0.0119,0.0014142135623730952,0.0143,0.0011313708498984765
PRLA,2017,4,3,0.020666666666666667,0.0020816659994661326,0.254,0.01652271164185832,2.9063333333333334,0.07813663246732191,4.900666666666667,0.2974581203015534,0.02,0,0.006333333333333333,0.0032145502536643183,0.009333333333333332,0.003214550253664318
PRLA,2017,5,3,0.014,NA,0.033,0.014730919862656233,2.5471666666666666,0.03092189084343543,3.551,0.06931089380465376,0.014666666666666666,5.773502691896253e-4,0.005833333333333334,7.637626158259732e-4,0.016333333333333335,0.01619670748434179
PRLA,2017,6,3,0.02,0.01044030650891055,0.08133333333333333,0.05653612414495119,2.68,0.04107310555582571,3.679333333333333,0.1772267850335646,0.007333333333333333,0.006658328118479393,0.018,9.999999999999992e-4,0.142,0.0017320508075688629
PRLA,2017,7,5,0.010499999999999999,0.0021213203435596433,0.0472,0.0017888543819998333,2.728599999999998,0.036409247909472815,4.130799999999998,0.006559979674763388,0.0468,0.0013038404810405309,0.01048,0.008651705034269257,0.1767399999999998,0.08371070023200926
PRLA,2017,8,3,0.043833333333333335,0.0010066445913694342,0.025166666666666667,0.003043572462310259,3.675,1.1327969809281802,4.424666666666667,1.2225442050630861,0.03833333333333333,5.773502691896263e-4,0.020033333333333334,0.012794660344586461,0.3772333333333333,0.013431803055931594
PRLA,2017,9,3,0.030633333333333332,0.021881803703838798,0.018166666666666668,0.008603100216394863,2.6843333333333335,0.030088757590391372,4.714,0.3222979987527067,0.023,0,0.0023666666666666667,0.0020599352740640503,0.298,0.2525133659828723
PRLA,2017,10,3,0.013933333333333334,9.86576572463249e-4,0.10646666666666667,0.002138535324312723,2.8346666666666667,0.028023799409311715,3.816,0.14493791774411563,0.02,0,0.006333333333333333,0.0015275252316519468,0.07533333333333334,0.00585946527708232
PRLA,2017,11,3,0.12913333333333332,0.11509410642310636,0.1251,0.023729306774535153,3.1896666666666667,0.07144461724534124,3.956,0.013747727084867606,0.03666666666666667,0.028005951748393296,0.009,0.008717797887081347,0.011000000000000001,0.008717797887081349
PRLA,2018,1,1,0.0874,NA,0.9108,NA,5.288,NA,NA,NA,0.086,NA,0.027,NA,NA,NA
PRLA,2018,2,1,0.0611,NA,0.6294,NA,5.07,NA,6.999,NA,0.076,NA,0.004,NA,0.27,NA
PRLA,2018,3,1,0.0215,NA,0.1423,NA,4.268,NA,8.122,NA,NA,NA,0.018,NA,0.019,NA
PRLA,2018,4,1,0.0388,NA,0.4703,NA,4.846,NA,7.271,NA,0.04,NA,0.0138,NA,0.4647,NA
PRLA,2018,5,1,0.012,NA,0.4075,NA,3.777,NA,5.174,NA,0.016,NA,5e-4,NA,0.3035,NA
PRLA,2018,6,2,0.0193,0.019798989873223333,0.002,NA,2.9935,0.038890872965259914,4.6685,0.2213244225113898,0.019,0.004242640687119284,0.00125,0.0010606601717798212,0.0717,0.038325187540310876
PRLA,2018,7,1,0.0037,NA,0.3934,NA,3.092,NA,5.191,NA,0.011,NA,0.001,NA,0.446,NA
PRLA,2018,8,1,0.013,NA,NA,NA,3.148,NA,6.119,NA,2.218,NA,0.0131,NA,0.2361,NA
PRLA,2018,9,1,0.0106,NA,0.008,NA,3.364,NA,5.279,NA,0.014,NA,0.0124,NA,0.4417,NA
PRLA,2018,10,2,0.0625,NA,0.17980000000000002,0.007353910524340089,3.6015,0.054447222151364126,6.3815,1.4361338725898785,0.029,NA,0.0023499999999999997,0.0026162950903902255,0.3383,0.4699431667765795
PRLA,2018,12,1,NA,NA,1.248,NA,5.272,NA,7.809,NA,0.316,NA,0.028,NA,0.3547,NA
PRLA,2019,1,1,NA,NA,2.5772,NA,7.042,NA,8.61,NA,0.08,NA,0.011,NA,0.605,NA
PRLA,2019,2,1,NA,NA,3.7486,NA,9.264,NA,9.891,NA,0.166,NA,0.3229,NA,0.5023,NA
PRLA,2019,3,1,NA,NA,3.2607,NA,8.882,NA,6.712,NA,0.562,NA,0.0126,NA,1.528,NA
PRLA,2019,4,1,NA,NA,1.446,NA,4.352,NA,4.953,NA,0.387,NA,0.1171,NA,0.405,NA
PRLA,2019,5,1,0.0895,NA,0.028,NA,3.062,NA,3.798,NA,0.023,NA,5e-4,NA,0.5812,NA
PRLA,2019,6,1,NA,NA,0.0336,NA,2.961,NA,3.803,NA,0.039,NA,0.0065,NA,0.3009,NA
PRLA,2019,7,4,0.039,0,1.390525,0,4.737,0,4.77433333333333,0,0.0992,0,0.11855,0,0.4246,0
PRLA,2019,8,2,0.20975,0,2.60435,0,5.008,0,5.07,0,0.2583,0,0.2445,0,0.3631,0
PRLA,2019,9,4,0.717125,0,0.4686,0,3.83166666666667,0,3.87333333333333,0,0.139525,0,0.1735,0,0.375425,0
PRLA,2019,10,2,0.2975,0,0.09235,0,2.556,0,2.664,0,0.1353,0,0.1206,0,0.33675,0
PRLA,2019,12,3,0.2013,0,0.146733333333333,0,2.578,0,2.70333333333333,0,0.148466666666667,0,5e-4,0,0.187,0
PRLA,2020,1,1,0.272,NA,0.2272,NA,2.873,NA,2.981,NA,0.1744,NA,0.342,NA,0.358,NA
PRLA,2020,2,1,0.2395,NA,0.3873,NA,3.111,NA,3.15,NA,0.1937,NA,0.4,NA,0.421,NA
PRLA,2020,3,3,0.1623,0,0.1917,0,2.672,0,2.584,0,0.189366666666667,0,0.00366666666666667,0,0.189,0
PRLA,2020,6,2,0.00295,0.0023334523779156065,0.0138,0.010182337649086286,2.0475000000000003,0.021920310216783073,2.2344999999999997,0.0106066017177983,0.20965,0.06328605691619602,0.2967,0.06349818895055195,0.34355,0.08874190103891172
PRLA,2020,8,1,0.0013,NA,0.119,NA,2.675,NA,3.507,NA,0.0656,NA,0.1655,NA,0.3221,NA
PRLA,2020,9,1,0.0279,NA,0.0955,NA,2.79866666666667,NA,4.069,NA,0.0183,NA,0.1153,NA,0.3002,NA
PRLA,2021,1,3,8e-4,0,0.00716666666666667,0,2.91233333333333,0,3.946,0,0.0133333333333333,0,0.149533333333333,0,0.233133333333333,0
PRLA,2021,2,1,3e-4,NA,0.0053,NA,3.003,NA,3.822,NA,0.0017,NA,0.0148,NA,0.2134,NA
PRLA,2021,3,1,9e-4,NA,0.0077,NA,3.504,NA,3.752,NA,0.0222,NA,0.1428,NA,0.1869,NA
PRLA,2021,4,1,2e-4,NA,0.0051,NA,2.6,NA,3.798,NA,0.0041,NA,0.0856,NA,0.2183,NA
PRLA,2021,5,1,1e-4,NA,0.0038,NA,2.633,NA,3.136,NA,7e-4,NA,0.0942,NA,0.207,NA
PRLA,2021,6,2,0.0015,1.4142135623730956e-4,0.0124,0.008768124086713189,2.6155,0.23970919882223957,3.0605,0.48012550442566565,0.0481,NA,0.10600000000000001,0.07947880220536796,0.2061,0.10634885989045675
PRLA,2021,8,1,0.0021,NA,0.011,NA,3.078,NA,4.936,NA,0.0445,NA,0.1183,NA,0.4455,NA
PRLA,2021,9,1,0.0014,NA,0.0051,NA,3.23,NA,5.723,NA,0.0012,NA,0.1001,NA,0.1856,NA
PRLA,2021,10,1,0.002,NA,0.0068,NA,3.849,NA,5.26,NA,0.0041,NA,0.1329,NA,0.177,NA
PRLA,2021,11,1,0.0085,NA,0.007,NA,3.175,NA,5.086,NA,0.0016,NA,0.0638,NA,0.3204,NA
PRLA,2021,12,1,0.0822,NA,0.2398,NA,3.725,NA,4.111,NA,1e-4,NA,0.0676,NA,0.1521,NA
PRLA,2022,1,1,0.0698,NA,0.3636,NA,4.203,NA,4.433,NA,0.0109,NA,0.1457,NA,0.2281,NA
PRLA,2022,2,1,0.0042,NA,0.9667,NA,5.826,NA,5.818,NA,0.071,NA,0.1795,NA,0.2883,NA
PRLA,2022,3,1,0.0085,NA,0.1961,NA,5.374,NA,6.403,NA,0.0038,NA,0.1074,NA,0.3398,NA
PRLA,2022,4,1,0.0012,NA,0.0078,NA,2.676,NA,3.247,NA,0.0011,NA,0.002,NA,0.2058,NA
PRLA,2022,5,1,7e-4,NA,0.0046,NA,NA,NA,NA,NA,0.0023,NA,0.0649,NA,0.2017,NA
PRLA,2022,6,1,4e-4,NA,0.0011,NA,2.418,NA,3.849,NA,6e-4,NA,0.0499,NA,0.266,NA
PRLA,2022,7,3,0.00746666666666667,0,0.0142333333333333,0,NA,NA,NA,NA,0.0379666666666667,0,0.2827,0,0.3625,0
PRLA,2022,8,1,0.0013,NA,0.003,NA,2.817,NA,4.228,NA,0.013,NA,0.1059,NA,0.3701,NA
PRLA,2022,9,1,0.0018,NA,0.0157,NA,2.613,NA,4.624,NA,5e-4,NA,0.0412,NA,0.3807,NA
PRLA,2022,10,1,6e-4,NA,0.005,NA,3.085,NA,4.577,NA,0.004,NA,0.0781,NA,0.2399,NA
PRLA,2022,11,4,0.0016999999999999975,0.001733333333333335,0.046425,0.07938333333333335,3.1472499999999974,0.12783333333333502,4.277250000000002,0.06883333333333486,0.0031,NA,0.06664999999999997,0.00463333333333335,0.18644999999999975,0.008166666666666503
PRLA,2023,1,1,1e-4,NA,1.0816,NA,4.644,NA,5.384,NA,0.0177,NA,0.0943,NA,0.2408,NA
PRLA,2023,2,1,0.0023,NA,2.1344,NA,6.035,NA,6.841,NA,0.1513,NA,0.2265,NA,0.336,NA
PRLA,2023,3,1,NA,NA,5.9486,NA,7.162,NA,7.821,NA,0.2858,NA,0.3767,NA,0.4191,NA
PRLA,2023,5,1,0.0026,NA,0.0148,NA,2.206,NA,2.659,NA,0.0127,NA,0.0392,NA,0.156,NA
PRLA,2023,6,2,0.00255,2.121320343559645e-4,0.0168,0.0025455844122715702,2.448,NA,3.399,NA,0.0017000000000000001,7.071067811865477e-4,0.03165,0.0016263455967290617,0.1439,0.0151320851173921
PRLA,2023,8,1,0.0127,NA,0.0121,NA,2.561,NA,3.542,NA,0.0026,NA,0.0831,NA,0.2366,NA
PRLA,2023,9,3,0.113166666666667,0,0.0212666666666667,0,2.38266666666667,0,3.18833333333333,0,0.00996666666666667,0,0.0611333333333333,0,0.227533333333333,0
PRLA,2023,10,1,6e-4,NA,0.0068,NA,2.481,NA,3.741,NA,0.0042,NA,0.0742,NA,0.2164,NA
PRLA,2023,11,1,0.0035,NA,0.0054,NA,2.5633,NA,3.57,NA,0.0019,NA,0.0434,NA,0.138,NA
PRLA,2023,12,1,0.0063,NA,0.0114,NA,2.55,NA,3.57,NA,0.0055,NA,0.0658,NA,0.1377,NA
PRLA,2024,1,1,0.0052,NA,0.0065,NA,2.8,NA,3.71,NA,0.0046,NA,0.0642,NA,0.1611,NA
PRLA,2024,2,1,0.0267,NA,0.0054,NA,2.12,NA,3.07,NA,0.0018,NA,0.047,NA,0.1824,NA
PRLA,2024,3,1,0.0016,NA,0.013,NA,2.72,NA,3.69,NA,0.0242,NA,0.1021,NA,0.2015,NA
PRLA,2024,4,1,0.0017,NA,0.0135,NA,2.45,NA,3.63,NA,0.0023,NA,0.051,NA,0.1937,NA
PRLA,2024,5,1,0.0031,NA,0.0192,NA,2.81,NA,3.61,NA,0.0213,NA,0.103,NA,0.1568,NA
PRLA,2024,6,1,0.0044,NA,0.0502,NA,2.64,NA,2.68,NA,0.0033,NA,0.0448,NA,0.1489,NA
PRLA,2024,7,3,0.00416666666666667,0,0.0257,0,2.67333333333333,0,2.69,0,0.00463333333333333,0,0.0406666666666667,0,0.152633333333333,0
PRLA,2024,8,1,0.0068,NA,0.0908,NA,2.81,NA,3.41,NA,0.019,NA,0.1014,NA,0.2035,NA
PRLA,2024,9,1,0.0105,NA,0.0498,NA,3.08,NA,3.68,NA,0.0209,NA,0.1042,NA,0.234,NA
