siteID,year,month,n_nutrient_samples,NO3_mean,NO3_sd,NH4_mean,NH4_sd,TDN_mean,TDN_sd,TN_mean,TN_sd,OrthoP_mean,OrthoP_sd,TDP_mean,TDP_sd,TP_mean,TP_sd
PRLA,2024,10,1,0.0037,NA,0.0256,NA,2.95,NA,3.46,NA,0.0021,NA,0.0464,NA,0.2542,NA
PRLA,2024,11,1,0.0136,NA,0.0606,NA,2.6,NA,3.24,NA,0.0012,NA,0.0671,NA,0.1895,NA
PRLA,2024,12,1,0.0385,NA,0.6513,NA,3.88,NA,2.71,NA,0.0024,NA,0.0638,NA,0.11,NA
PRLA,2025,1,1,0.0344,NA,0.408,NA,4.52,NA,4.82,NA,9e-4,NA,0.0618,NA,0.1592,NA
PRLA,2025,2,1,0.0064,NA,0.5704,NA,4.88,NA,4.36,NA,0.0017,NA,0.0667,NA,0.2027,NA
PRLA,2025,3,1,0.0018,NA,0.0041,NA,1.05,NA,1.44,NA,0.0022,NA,0.0296,NA,0.1174,NA
PRLA,2025,4,1,0.0224,NA,0.0062,NA,2.67,NA,3.95,NA,0.0033,NA,0.0579,NA,0.2255,NA
PRLA,2025,5,1,0.0197,NA,0.0067,NA,2.73,NA,3.78,NA,0.0047,NA,0.0634,NA,0.1915,NA
PRLA,2025,6,4,0.027275,0.001550000000000001,0.026899999999999976,4.6666666666664997e-4,2.3858249999999996,0.010549999999999837,2.8462499999999973,0.02416666666666489,0.004375000000000002,0.001583333333333335,0.050675,7.500000000000007e-4,0.16880000000000026,0.008133333333333506
PRLA,2025,8,1,0.0226,NA,0.0225,NA,2.2267,NA,3.9067,NA,0.0021,NA,0.0387,NA,0.2577,NA
PRLA,2025,9,1,0.002,NA,0.008,NA,2.3433,NA,4.4067,NA,0.0047,NA,0.0431,NA,0.2543,NA
PRLA,2025,10,1,0.0467,NA,0.0581,NA,2.44,NA,3.03,NA,0.0027,NA,0.046,NA,0.235,NA
PRLA,2025,11,1,0.0134,NA,0.0377,NA,2.83,NA,4.55,NA,0.008,NA,0.0753,NA,0.2218,NA
PRLA,2025,12,1,0.032,NA,0.1521,NA,3.06,NA,4.09,NA,0.0031,NA,0.0509,NA,0.1277,NA
PRPO,2017,4,3,0.027333333333333334,0.008020806277010645,0.6466666666666667,0.047077949544700196,2.9673333333333334,0.19158896975904763,3.437,0.04303486958269995,0.019,0.0010000000000000009,0.008666666666666666,0.00404145188432738,0.011333333333333334,0.00404145188432738
PRPO,2017,5,3,0.011,0,0.04733333333333333,0.023180451534284944,2.1814666666666667,0.019968057825770904,3.2026666666666666,0.2928418230603908,0.016,0.0017320508075688778,0.021833333333333333,0.008736894948054104,0.026333333333333334,0.011060440015358037
PRPO,2017,6,3,0.015333333333333334,0.0011547005383792516,0.08,0.015132745950421557,2.4713333333333334,0.04352393977265066,3.1906666666666665,0.1933451145835688,0.003,0.0026457513110645908,0.008333333333333333,0.0035118845842842463,0.083,0.03290896534380867
PRPO,2017,7,5,0.0085,7.07106781186547e-4,0.0744,0.03341107600781514,2.372,0.020420577856662202,2.763200000000002,0.021272830872576746,0.0232,4.4721359549995833e-4,0.0048,0.0033837848631377266,0.0122,0.004604345773288535
PRPO,2017,8,3,0.04596666666666667,0.0014294521094927696,0.1072,0.04222475577194024,2.8793333333333333,0.03720663023351256,3.2573333333333334,0.2188157520228682,0.031,0.005196152422706631,0.010133333333333334,0.009383673765286885,0.17493333333333333,0.009314683748433611
PRPO,2017,9,3,0.02493333333333333,8.504900548115384e-4,0.021933333333333332,0.010043073898629509,2.844,0.12001666550942017,3.2213333333333334,0.16895364255716233,0.023666666666666666,5.773502691896262e-4,0.007,0.008007496487667042,0.2727,0.058435177761345096
PRPO,2017,10,6,0.05488333333333333,0.07140124415349262,0.12415,0.02609871644353415,2.8165,0.05383214652974558,3.278166666666667,0.4169932453489706,0.021333333333333333,0.013589211407093007,0.008333333333333333,0.0026583202716502514,0.04033333333333333,0.015870307705481538
PRPO,2018,1,1,NA,NA,NA,NA,NA,NA,4.666,NA,NA,NA,NA,NA,0.024,NA
PRPO,2018,2,1,0.0932,NA,0.2752,NA,4.361,NA,5.415,NA,0.077,NA,0.006,NA,0.063,NA
PRPO,2018,3,1,0.0762,NA,0.086,NA,3.511,NA,5.684,NA,3.507,NA,0.007,NA,0.009,NA
PRPO,2018,4,1,0.0288,NA,0.474,NA,4.25,NA,5.225,NA,0.03,NA,0.0065,NA,0.08,NA
PRPO,2018,5,1,0.0267,NA,0.334,NA,2.804,NA,3.237,NA,0.022,NA,5e-4,NA,0.1488,NA
PRPO,2018,6,2,0.0045,NA,0.01075,0.007707463914933367,2.6835,0.08273149339882606,2.851,0.03676955262170019,0.026500000000000003,0.010606601717798215,0.00945,0.0126572113832392,0.06420000000000001,0.023617366491630685
PRPO,2018,7,1,0.0018,NA,NA,NA,2.892,NA,3.098,NA,0.239,NA,5e-4,NA,0.185,NA
PRPO,2018,8,1,0.0142,NA,0.0137,NA,2.765,NA,3.064,NA,0.383,NA,0.0102,NA,0.0441,NA
PRPO,2018,9,1,0.0301,NA,NA,NA,2.982,NA,3.435,NA,0.121,NA,0.0028,NA,0.015,NA
PRPO,2018,10,2,0.032,NA,0.2298,0.07665037508062172,3.338,0.007071067811865324,3.592,0.2573868683519032,0.035,0.0282842712474619,5e-4,0,0.1085,0.14637110370561535
PRPO,2018,12,1,NA,NA,0.267,NA,3.469,NA,3.919,NA,1.196,NA,0.002,NA,0.0905,NA
PRPO,2019,1,1,NA,NA,0.4567,NA,3.905,NA,4.573,NA,0.319,NA,0.007,NA,0.1113,NA
PRPO,2019,2,1,0.0901,NA,0.6013,NA,4.737,NA,5.819,NA,0.216,NA,0.001,NA,0.008,NA
PRPO,2019,3,1,NA,NA,1.2079,NA,6.068,NA,9.866,NA,1.729,NA,0.226,NA,0.308,NA
PRPO,2019,4,1,0.0041,NA,0.0755,NA,1.152,NA,1.389,NA,0.038,NA,0.0096,NA,0.1431,NA
PRPO,2019,5,1,0.0119,NA,0.0727,NA,2.286,NA,2.545,NA,0.023,NA,0.0025,NA,0.3149,NA
PRPO,2019,6,1,NA,NA,0.0403,NA,2.313,NA,2.764,NA,0.032,NA,5e-4,NA,0.2877,NA
PRPO,2019,7,4,0.015825,0,2.947825,0,4.822,0,4.94966666666667,0,0.1038,0,0.1358,0,0.4122,0
PRPO,2019,8,2,0.06565,0,0.02825,0,2.407,0,2.884,0,0.0159,0,0.0499,0,0.6261,0
PRPO,2019,9,4,0.005725,0,0.047475,0,2.59266666666667,0,3.00666666666667,0,NA,NA,0.027025,0,0.3443,0
PRPO,2019,10,2,0.0074,0,0.0635,0,2.119,0,2.571,0,0.0273,0,0.0513,0,0.22965,0
PRPO,2019,12,3,0.0435333333333333,0,0.4868,0,2.81766666666667,0,2.856,0,0.0232666666666667,0,0.0336666666666667,0,0.108333333333333,0
PRPO,2020,1,1,0.0093,NA,0.7338,NA,3.184,NA,3.345,NA,0.0378,NA,0.205,NA,0.281,NA
PRPO,2020,2,1,NA,NA,1.479,NA,3.606,NA,3.599,NA,0.1121,NA,0.296,NA,0.301,NA
PRPO,2020,3,3,0.0099,0,1.02823333333333,0,3.27166666666667,0,3.29833333333333,0,0.0892333333333333,0,0.0123333333333333,0,0.261333333333333,0
PRPO,2020,6,2,0.0049499999999999995,0.004879036790187178,0.22355,0.2805092600967034,2.224,0.20930360723121794,3.388333333333335,1.188410796914193,0.0243,0.032385490578343876,0.0986,0.03761808075912434,0.25165,0.050275292142363544
PRPO,2020,8,1,0.0127,NA,0.047,NA,2.317,NA,2.601,NA,0.001,NA,0.0811,NA,0.1442,NA
PRPO,2020,9,1,0.0282,NA,0.2359,NA,2.47466666666667,NA,2.61833333333333,NA,0.0091,NA,0.1062,NA,0.1482,NA
PRPO,2021,1,3,0.12103333333333301,0,0.00783333333333333,0,3.048,0,3.59333333333333,0,0.0037,0,0.0959,0,0.121566666666667,0
PRPO,2021,2,1,0.1732,NA,0.0619,NA,2.876,NA,3.423,NA,0.0097,NA,0.0155,NA,0.1268,NA
PRPO,2021,3,1,0.0014,NA,0.0071,NA,3.122,NA,3.383,NA,0.0061,NA,0.1034,NA,0.1377,NA
PRPO,2021,4,1,0.0014,NA,0.0061,NA,2.305,NA,2.588,NA,0.0131,NA,0.1156,NA,0.1318,NA
PRPO,2021,5,1,0.0014,NA,0.0069,NA,2.444,NA,2.7,NA,0.0075,NA,0.1158,NA,0.1168,NA
PRPO,2021,6,2,0.00725,0.004171930009000631,0.0082,0.002828427124746191,2.6645000000000003,0.15344217151748088,2.8645,0.13788582233137697,0.0088,0.007636753236814713,0.0776,0.010323759005323596,0.16255,0.05168950570473662
PRPO,2021,8,1,0.0014,NA,0.005,NA,2.776,NA,3.407,NA,0.0132,NA,0.069,NA,0.1497,NA
PRPO,2021,9,1,0.0023,NA,0.0064,NA,2.967,NA,3.452,NA,0.0039,NA,0.0999,NA,0.1988,NA
PRPO,2021,10,1,6e-4,NA,0.0069,NA,2.997,NA,3.072,NA,0.0044,NA,0.088,NA,0.174,NA
PRPO,2021,11,1,0.002,NA,0.0351,NA,2.819,NA,3.077,NA,0.0035,NA,0.0873,NA,0.1274,NA
PRPO,2021,12,1,0.0171,NA,0.3394,NA,3.201,NA,3.591,NA,4e-4,NA,0.0652,NA,0.1085,NA
PRPO,2022,1,1,0.0281,NA,0.5898,NA,3.884,NA,4.157,NA,0.0111,NA,0.1099,NA,0.1141,NA
PRPO,2022,2,1,0.0582,NA,1.0056,NA,5.151,NA,6.087,NA,2e-4,NA,0.087,NA,0.1606,NA
PRPO,2022,3,1,0.1411,NA,0.6979,NA,4.792,NA,5.766,NA,0.002,NA,0.1304,NA,0.1598,NA
PRPO,2022,5,1,0.0083,NA,0.007,NA,NA,NA,NA,NA,0.0075,NA,0.0559,NA,0.1311,NA
PRPO,2022,6,1,0.0014,NA,0.0046,NA,2.07,NA,NA,NA,0.0084,NA,0.0578,NA,0.1148,NA
PRPO,2022,7,3,0.00746666666666667,0,0.2484,0,2.49966666666667,0,2.847,0,0.0087666666666666691,0,0.0814666666666667,0,0.121433333333333,0
PRPO,2022,8,1,6e-4,NA,0.0062,NA,2.28,NA,2.516,NA,0.0135,NA,0.0673,NA,0.1727,NA
PRPO,2022,9,1,7e-4,NA,0.0043,NA,2.285,NA,2.722,NA,0.0033,NA,0.0417,NA,0.1056,NA
PRPO,2022,10,1,4e-4,NA,0.0054,NA,2.679,NA,2.927,NA,0.0041,NA,0.0509,NA,0.0782,NA
PRPO,2022,11,4,0.0017,NA,0.034425,0.052583333333333336,2.6799999999999997,0.030000000000000027,3.008,0.08000000000000007,0.0013749999999999975,0.001283333333333335,0.033175,0.002749999999999999,0.08285000000000001,0.012499999999999997
PRPO,2023,1,1,0.0032,NA,0.258,NA,3.241,NA,3.642,NA,0.0018,NA,0.0367,NA,0.1035,NA
PRPO,2023,2,1,0.0227,NA,0.5197,NA,3.853,NA,4.236,NA,1e-4,NA,0.0399,NA,0.1044,NA
PRPO,2023,3,1,NA,NA,1.2085,NA,5.453,NA,5.851,NA,0.0041,NA,0.0552,NA,0.0798,NA
PRPO,2023,5,1,0.0013,NA,0.0013,NA,1.26,NA,1.469,NA,8e-4,NA,0.0173,NA,0.0444,NA
PRPO,2023,6,2,0.00335,0.0014849242404917499,0.06275,0.032880465325174454,2.219,NA,2.2245,0.24112341238461285,0.00105,0.001202081528017131,0.0375,0.024607315985291853,0.058499999999999996,0.0029698484809835015
PRPO,2023,8,1,0.065,NA,0.0214,NA,1.999,NA,2.617,NA,0.0017,NA,0.0454,NA,0.0757,NA
PRPO,2023,9,3,0.0116666666666667,0,0.0133666666666667,0,2.015,0,2.02466666666667,0,0.0177,0,0.0856333333333333,0,0.0863666666666667,0
PRPO,2023,10,1,0.002,NA,0.0038,NA,1.93,NA,2.18,NA,0.0016,NA,0.0606,NA,0.0693,NA
PRPO,2023,11,1,0.0026,NA,0.0801,NA,2.36,NA,3.89,NA,0.0045,NA,0.0281,NA,0.0531,NA
PRPO,2023,12,1,0.0032,NA,0.1175,NA,2.4,NA,2.81,NA,0.0017,NA,0.0246,NA,0.0503,NA
PRPO,2024,1,1,0.005,NA,0.2025,NA,2.52,NA,3.03,NA,0.0011,NA,0.0238,NA,0.0522,NA
PRPO,2024,2,1,0.011,NA,0.197,NA,2.88,NA,3.41,NA,0.0075,NA,0.0408,NA,0.0495,NA
PRPO,2024,3,1,0.016,NA,0.1166,NA,2.48,NA,2.8,NA,0.0022,NA,0.03,NA,0.0859,NA
PRPO,2024,5,1,0.0046,NA,0.0317,NA,2.11,NA,2.71,NA,0.0068,NA,0.0428,NA,0.0812,NA
PRPO,2024,6,1,0.0026,NA,0.0463,NA,1.86,NA,2.13,NA,0.0056,NA,0.0339,NA,0.0878,NA
PRPO,2024,7,3,0.00506666666666667,0,0.0173333333333333,0,1.79666666666667,0,2.19,0,0.00573333333333333,0,0.0333333333333333,0,0.0608,0
PRPO,2024,8,1,0.001,NA,0.0053,NA,1.77,NA,2.65,NA,3e-4,NA,0.0547,NA,0.0583,NA
PRPO,2024,9,1,0.0053,NA,0.0454,NA,1.88,NA,2.62,NA,0.0012,NA,0.0579,NA,0.0661,NA
PRPO,2024,10,1,0.0048,NA,0.0331,NA,1.92,NA,2.15,NA,0.0014,NA,0.048,NA,0.0679,NA
PRPO,2024,11,1,0.0089,NA,0.146,NA,2.09,NA,2.95,NA,0.0033,NA,0.0548,NA,0.0675,NA
PRPO,2024,12,1,0.0357,NA,0.2856,NA,2.28,NA,2.3,NA,0.0038,NA,0.0534,NA,0.0707,NA
PRPO,2025,1,1,0.0168,NA,0.509,NA,2.97,NA,2.75,NA,0.0048,NA,0.0488,NA,0.0724,NA
PRPO,2025,2,1,0.0256,NA,0.142,NA,2.79,NA,3.43,NA,9e-4,NA,0.0574,NA,0.0793,NA
PRPO,2025,3,1,0.0201,NA,0.2807,NA,2.58,NA,2.28,NA,0.0049,NA,0.0387,NA,0.0798,NA
PRPO,2025,4,1,0.025,NA,0.1097,NA,2.14,NA,2.47,NA,0.003,NA,0.0293,NA,0.0671,NA
PRPO,2025,5,1,0.0051,NA,0.0055,NA,2.23,NA,2.38,NA,0.0027,NA,0.0312,NA,0.0748,NA
PRPO,2025,6,1,0.0098,NA,0.0166,NA,1.8333,NA,1.87,NA,0.0025,NA,0.0215,NA,0.0537,NA
PRPO,2025,7,3,0.0167,0,0.0275666666666667,0,1.73113333333333,0,1.8611,0,0.00183333333333333,0,0.0213333333333333,0,0.0703666666666667,0
PRPO,2025,8,1,0.0034,NA,0.0117,NA,1.8333,NA,2.12,NA,0.0039,NA,0.0284,NA,0.074,NA
PRPO,2025,9,1,0.0338,NA,0.0368,NA,1.74,NA,2.2933,NA,0.0015,NA,0.0212,NA,0.0659,NA
PRPO,2025,10,1,0.0439,NA,0.0791,NA,1.75,NA,1.66,NA,0.0012,NA,0.018,NA,0.0554,NA
PRPO,2025,11,1,0.003,NA,0.067,NA,1.92,NA,2.04,NA,0.0025,NA,0.0247,NA,0.0461,NA
PRPO,2025,12,1,0.0041,NA,0.1909,NA,2.06,NA,2.38,NA,0.0011,NA,0.0224,NA,0.0491,NA
SUGG,2017,4,3,0.002,NA,0.004666666666666667,0.004725815626252608,1.3633333333333333,0.09052255704150951,1.392,0.04762352359916255,0.037,0,0.015666666666666666,0.003511884584284246,0.017333333333333333,0.0035118845842842467
SUGG,2017,5,3,0.007666666666666666,0.006429100507328636,0.06966666666666667,0.007094598884597586,1.3403333333333334,0.06640281118547121,1.512,0.05534437640808679,0.030666666666666665,5.773502691896262e-4,0.0075,0.004821825380496477,0.011,0.007
SUGG,2017,6,8,0.011499999999999988,0.0036514837167010965,0.11374999999999988,0.043809381469748096,1.3455,0.09480204940521363,1.4251250000000013,0.12470548638024341,0.023625,0.013606064824187778,0.004449999999999998,0.002777803174487075,0.030875,0.013292720886689398
SUGG,2017,8,3,0.054766666666666665,0.001934769581457528,0.2493,0.06029129290370209,1.8368666666666666,0.0244633058545515,1.8316666666666666,0.019008769905844353,0.09566666666666666,0.007094598884597588,0.09673333333333332,0.01346155018314508,0.10576666666666666,6.806859285554084e-4
SUGG,2017,9,5,0.02333999999999998,7.220341635500046e-4,0.3299599999999998,0.046452032607124126,2.004199999999998,0.037749613684555816,1.94748,0.08181241959507135,0.09000000000000002,0.007337120234351724,0.056460000000000024,0.0020350266173525316,0.06180000000000002,0.0036101708177499357
SUGG,2017,10,3,0.036866666666666666,0.010342307930695805,1.2126000000000001,0.052651020882790105,0.03066666666666667,0.004822171018673367,0.06096666666666667,0.0166872206593349,0.16333333333333333,0.005507570547286107,0.14733333333333334,0.006350852961085873,0.22666666666666666,0.008621678104251702
SUGG,2017,11,3,0.026733333333333335,0.004158525379666852,0.5735333333333332,0.7771227208963416,3.5693333333333332,0.13548554658462036,3.5136666666666665,0.11314739649383598,0.07933333333333334,0.08927112261718978,0.129,0.0010000000000000009,0.13233333333333333,0.001527525231651948
SUGG,2017,12,3,0.02093333333333333,4.1633319989322595e-4,1.3865,0.07158966405843795,0.8222333333333334,0.10335658340586404,1.0949333333333333,0.23051985453173732,0.16066666666666668,0.0041633319989322695,0.12533333333333332,0.0011547005383792527,0.134,0.0010000000000000009
SUGG,2018,1,1,0.0277,NA,1.4585,NA,0.3643,NA,0.3721,NA,0.178,NA,0.134,NA,0.142,NA
SUGG,2018,2,1,0.0456,NA,1.5211,NA,3.385,NA,3.633,NA,0.182,NA,0.005,NA,0.108,NA
SUGG,2018,3,1,0.0045,NA,1.3716,NA,4.433,NA,4.472,NA,0.182,NA,0.001,NA,0.002,NA
SUGG,2018,4,2,0.01175,0.008414570696119917,1.1512,0.014142135623730963,3.441,0.7325626253092632,3.8655,1.139149024491528,0.1005,0.11242997820866105,0.0842,0.0342239682094289,0.1405,0.04242640687119286
SUGG,2018,6,3,0.0182333333333333,0,1.0936,0,2.94033333333333,0,3.155,0,0.131666666666667,0,0.115066666666667,0,0.179666666666667,0
SUGG,2018,7,4,0.012674999999999976,0.007116666666666651,1.181275,0.10524999999999997,2.4652499999999975,0.09416666666666518,2.8082499999999975,0.043833333333334945,0.21225000000000024,0.042833333333333494,0.15499999999999975,0.0206666666666665,0.22650000000000026,0.0496666666666665
SUGG,2018,9,3,0.0257666666666667,0,1.41826666666667,0,2.65833333333333,0,2.669,0,0.254,0,0.2255,0,0.2904,0
SUGG,2018,10,1,0.0419,NA,1.5562,NA,1.904,NA,2.36,NA,0.288,NA,0.285,NA,0.3946,NA
SUGG,2018,11,1,NA,NA,1.7016,NA,2.265,NA,2.479,NA,0.296,NA,0.3318,NA,0.342,NA
SUGG,2018,12,1,NA,NA,1.6564,NA,3.379,NA,3.547,NA,0.096,NA,0.349,NA,0.385,NA
SUGG,2019,1,1,NA,NA,1.4086,NA,3.431,NA,3.866,NA,0.207,NA,0.274,NA,0.5315,NA
SUGG,2019,2,1,NA,NA,1.42,NA,2.997,NA,3.34,NA,0.318,NA,0.1782,NA,0.1989,NA
SUGG,2019,3,1,NA,NA,1.1407,NA,2.876,NA,3.124,NA,0.111,NA,1.0131,NA,0.505,NA
SUGG,2019,4,1,NA,NA,0.9057,NA,0.298,NA,0.2935,NA,0.107,NA,0.0896,NA,0.1934,NA
SUGG,2019,5,2,NA,NA,0.9503,0,2.3915,0,2.4455,0,0.128,0,0.1197,0,0.31545,0
SUGG,2019,6,3,NA,NA,0.82,0,2.813,0,2.994,0,0.141166666666667,0,0.1007,0,0.2545,0
SUGG,2019,7,2,0.01355,0,1.16725,0,2.558,0,2.827,0,0.16345,0,0.17875,0,0.38605,0
SUGG,2019,8,2,0.01025,0,0.9902,0,2.26,0,2.42,0,0.1179,0,0.1545,0,0.2075,0
SUGG,2019,9,4,0.008225,0,1.024,0,2.38933333333333,0,2.48266666666667,0,0.14,0,0.14955,0,0.3023,0
SUGG,2019,10,2,0.0114,0,1.09195,0,2.429,0,2.627,0,0.1157,0,0.1019,0,0.2213,0
SUGG,2019,11,2,0.01845,0,1.3846,0,2.697,0,2.943,0,0.1468,0,0.1012,0,0.352,0
SUGG,2019,12,1,0.096,NA,0.8332,NA,2.245,NA,2.232,NA,0.0979,NA,0.01,NA,0.161,NA
SUGG,2020,1,1,0.1204,NA,0.5857,NA,1.965,NA,2.444,NA,0.1186,NA,0.177,NA,0.159,NA
SUGG,2020,2,1,0.1008,NA,0.383,NA,1.815,NA,1.915,NA,0.0834,NA,0.123,NA,0.129,NA
SUGG,2020,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,0
SUGG,2020,6,3,0.0295666666666667,0,0.234133333333333,0,1.52,0,1.59833333333333,0,0.109266666666667,0,0.117433333333333,0,0.148866666666667,0
SUGG,2020,7,1,0.0128,NA,0.2678,NA,1.422,NA,1.563,NA,0.108,NA,0.1352,NA,0.1434,NA
SUGG,2020,11,1,0.0342,NA,0.252,NA,NA,NA,1.408,NA,0.0978,NA,0.1239,NA,0.1351,NA
SUGG,2020,12,1,0.0787,NA,0.128,NA,1.209,NA,1.269,NA,0.0934,NA,0.1198,NA,0.1156,NA
SUGG,2021,1,4,0.08235000000000002,0.0011666666666666492,0.057175000000000004,0.005950000000000005,1.1992500000000001,0.02849999999999997,1.3025,0.06099999999999994,0.07752499999999997,0.0023833333333333553,0.08714999999999976,0.0343666666666665,0.109775,0.002849999999999999
SUGG,2021,3,1,0.0445,NA,0.0505,NA,1.025,NA,1.099,NA,0.0633,NA,0.1,NA,0.0988,NA
SUGG,2021,4,1,0.0311,NA,0.0274,NA,1.068,NA,1.262,NA,0.0458,NA,0.0769,NA,0.0932,NA
SUGG,2021,5,1,0.0032,NA,0.0155,NA,0.9541,NA,1.089,NA,0.0389,NA,0.0628,NA,0.1335,NA
SUGG,2021,6,1,0.0031,NA,0.0237,NA,1.025,NA,1.162,NA,0.0433,NA,0.0988,NA,0.0301,NA
SUGG,2021,7,1,0.0149,NA,0.0602,NA,0.9002,NA,0.2001,NA,0.0419,NA,0.0699,NA,0.0806,NA
SUGG,2021,8,1,0.0065,NA,0.0948,NA,1.034,NA,1.113,NA,0.0414,NA,0.0731,NA,0.0895,NA
SUGG,2021,9,1,0.0085,NA,0.1606,NA,1.204,NA,1.285,NA,0.0518,NA,0.0867,NA,0.0893,NA
SUGG,2021,10,1,0.0082,NA,0.1663,NA,1.156,NA,1.23,NA,0.0462,NA,0.0769,NA,0.0718,NA
SUGG,2021,12,1,0.0415,NA,0.0305,NA,0.9828,NA,1.099,NA,0.0255,NA,0.0459,NA,0.054,NA
SUGG,2022,1,1,0.031,NA,0.0274,NA,0.8853,NA,1.082,NA,0.0252,NA,0.0042,NA,0.0565,NA
SUGG,2022,2,3,0.0304666666666667,0,0.0184666666666667,0,0.899066666666667,0,1.06933333333333,0,0.0196333333333333,0,0.0592666666666667,0,0.0511666666666667,0
SUGG,2022,3,1,0.0126,NA,0.0125,NA,0.9762,NA,1.051,NA,0.0148,NA,0.087,NA,0.0503,NA
SUGG,2022,4,1,0.0149,NA,0.0288,NA,0.9156,NA,0.9971,NA,0.0137,NA,0.0903,NA,0.006,NA
SUGG,2022,5,1,0.0078,NA,0.0278,NA,1.028,NA,1.06,NA,0.0071,NA,0.0336,NA,0.0613,NA
SUGG,2022,6,4,0.005,0,0.035025,0.008850000000000002,0.9491000000000003,6.666666666664822e-4,0.972275,0.057150000000000034,0.0056000000000000025,0.0014666666666666647,0.02925,0.0017,0.046150000000000024,0.010566666666666651
SUGG,2022,8,1,0.0037,NA,0.0512,NA,0.7729,NA,0.9275,NA,0.0041,NA,0.0272,NA,0.0538,NA
SUGG,2022,9,1,0.004,NA,0.0124,NA,0.6929,NA,0.7842,NA,7e-4,NA,0.0198,NA,0.0416,NA
SUGG,2022,10,2,0.01085,0.005303300858899107,0.0625,0.014142135623730947,0.92685,0.010394469683442282,0.9959,0.007212489168102697,0.0046,0.0012727922061357851,0.02385,0.001909188309203679,0.03465,7.77817459305205e-4
SUGG,2023,1,1,0.023,NA,0.0231,NA,0.8,NA,0.8497,NA,0.0043,NA,0.0203,NA,0.0256,NA
SUGG,2023,2,1,0.0173,NA,0.0239,NA,0.8545,NA,0.8752,NA,0.0064,NA,0.0266,NA,0.0327,NA
SUGG,2023,3,1,0.0124,NA,0.0386,NA,1.009,NA,1.004,NA,0.0083,NA,0.0311,NA,0.0397,NA
SUGG,2023,4,3,0.0029,0,0.0125666666666667,0,0.844333333333333,0,0.871666666666667,0,0.0014,0,0.0254666666666667,0,0.03,0
SUGG,2023,5,1,0.0126,NA,0.0149,NA,0.9026,NA,1.009,NA,0.002,NA,0.0236,NA,0.0339,NA
SUGG,2023,6,1,0.0041,NA,0.0098,NA,0.7727,NA,0.9284,NA,6e-4,NA,0.0166,NA,0.0387,NA
SUGG,2023,7,3,0.00393333333333333,0,0.0336333333333333,0,0.8081,0,0.8941,0,1.3333333333333e-4,0,0.0207333333333333,0,0.0236666666666667,0
SUGG,2023,8,1,0.0044,NA,0.0165,NA,0.6805,NA,0.9897,NA,3e-4,NA,0.0198,NA,0.0365,NA
SUGG,2023,9,1,0.0551,NA,0.0579,NA,0.7144,NA,0.7261,NA,0.0032,NA,0.0159,NA,0.029,NA
SUGG,2023,10,1,0.0098,NA,0.0562,NA,0.8473,NA,0.897,NA,0.0048,NA,0.0181,NA,0.0388,NA
SUGG,2023,11,2,0.09835,0.08280220407694472,0.02395,0.006858935777509511,0.925,0.07778174593052022,0.49,0.6363961030678927,0.0022500000000000003,6.363961030678929e-4,0.0153,0.0012727922061357851,0.020900000000000002,2.828427124746198e-4
SUGG,2024,1,3,0.0166,0,0.00666666666666667,0,0.893333333333333,0,0.973333333333333,0,0.0015,0,0.0148333333333333,0,0.0199666666666667,0
SUGG,2024,2,1,0.0198,NA,0.0586,NA,0.95,NA,0.98,NA,0.0023,NA,0.0168,NA,0.0215,NA
SUGG,2024,3,1,0.012,NA,0.0348,NA,1,NA,0.95,NA,0.0024,NA,0.0166,NA,0.039,NA
SUGG,2024,4,3,0.0122333333333333,0,0.0803333333333333,0,1.01333333333333,0,1.00333333333333,0,5e-4,0,0.0177666666666667,0,0.0419333333333333,0
SUGG,2024,5,1,0.0091,NA,0.0482,NA,1.02,NA,1.01,NA,8e-4,NA,0.0154,NA,0.0357,NA
SUGG,2024,6,2,0.00575,0.0024748737341529162,0.033049999999999996,9.192388155425136e-4,0.925,0.007071067811865481,1.1,0.014142135623730963,9e-4,1.4142135623730948e-4,0.0143,5.656854249492384e-4,0.0317,5.656854249492346e-4
SUGG,2024,7,1,0.0027,NA,0.0116,NA,0.9,NA,1.04,NA,0.001,NA,0.016,NA,0.0237,NA
SUGG,2024,9,2,0.00415,0.004737615433949868,0.04025,0.0542350901170082,0.565,0.5020458146424488,0.955,0.021213203435596444,0.0025,0.0029698484809834993,0.00915,0.006576093065034891,0.0223,0.004101219330881975
SUGG,2024,10,2,0.013649999999999999,0.008273149339882607,0.0605,0.02008183258569795,0.9450000000000001,0.04949747468305829,1,0.04242640687119289,0.0036,0.001697056274847714,0.01585,0.003181980515339465,0.024149999999999998,0.0033234018715767727
SUGG,2024,12,1,0.0246,NA,0.0313,NA,1.15,NA,1.22,NA,0.0022,NA,0.0197,NA,0.0199,NA
SUGG,2025,1,3,0.0209666666666667,0,0.0159666666666667,0,1.17,0,1.11666666666667,0,0.00186666666666667,0,0.0133333333333333,0,0.0201666666666667,0
SUGG,2025,2,1,0.0035,NA,0.0104,NA,1.16,NA,1.13,NA,3e-4,NA,0.0144,NA,0.0237,NA
SUGG,2025,3,1,0.0382,NA,0.0252,NA,1.1,NA,1.22,NA,0.0025,NA,0.0196,NA,0.0242,NA
