SpecCode,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,GenCode,SubGenCode,BodyShapeI,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AirBreathing,AirBreathingRef,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,VulnerabilityClimate,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,PD50,Emblematic,Entered.x,DateEntered.x,Modified.x,DateModified.x,Expert.x,DateChecked.x,TS.x,sci_name,autoctr,StockCode,MaturityRefNo,Sex,AgeMatMin,AgeMatMin2,AgeMatRef,tm,Number,r2,SE_tm,SD_tm,LCL_tm,UCL_tm,LengthMatMin,LengthMatMin2,Type1,LengthMatRef,Lm,LCL_Lm,SD_Lm,LmaxLm,LmaxLmType,LmaxLmRef,UCL_Lm,SE_Lm,Locality,C_Code,E_CODE,Comment,Entered.y,DateEntered.y,Modified.y,DateModified.y,Expert.y,DateChecked.y,TS.y
2876,Cyprinella,lutrensis,86798,"(Baird & Girard, 1853)",Red shiner,Cylut_u1.jpg,Cylut_m0.jpg,NA,NA,756,Pogonichthyinae,5914,NA,fusiform / normal,O,NA,NA,0,1,0,0,benthopelagic,WaterAssumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3672,NA,NA,14.66,NA,9.300000190734863,TL,NA,NA,121533,4.949999809265137,TL,NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,commercial,based mainly on breeding,1672,0,NA,harmless,NA,no special ability,NA,NA,1,"Inhabits silty, sandy, and rocky pools and runs, sometimes riffles, of creeks and small to medium rivers.  Can tolerate siltation and high turbidity (Ref. 5723, 86798).  Feeds on terrestrial and aquatic insects, and algae (Ref. 10294).",NA,0.5,0,1,1991-05-01T00:00:00Z,65,2020-01-22T00:00:00Z,10,1994-05-16T00:00:00Z,NA,Cyprinella lutrensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1450,Cyprinus,carpio,59043,"Linnaeus, 1758",Common carp,Cycar_ua.jpg,Cycar_m0.jpg,NA,Cycar_u3.jpg,122,Cyprininae,123,NA,fusiform / normal,O,NA,NA,0,1,1,0,benthopelagic,WaterAssumed,NA,potamodromous,51243,0,29,120823,NA,NA,NA,38,72479,47,274,41.5,NA,120,TL,NA,NA,27549,31,TL,NA,NA,3561,40090,NA,72380,CYCAR_U2,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"more than 500,000",In southeastern Europe.,seines, ,1,1,1,0,0,0,0,1,1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,commercial,based mainly on breeding,1739,1,4699,potential pest,NA,no special ability,NA,NA,1,"Inhabits warm, deep, slow-flowing and still waters such as lowland rivers and large, well vegetated lakes (Ref. 59043).  Hardy and tolerant of a wide variety of conditions but generally favor large water bodies with slow flowing or standing water and soft bottom sediments.  Thrive in large turbid rivers (Ref. 1998).   Most active at dusk and dawn.  Both adults and juveniles feed on a variety of benthic organisms and plant material.  Breeds along shores or in backwaters.  Adults often undertake considerable spawning migration to suitable backwaters and flooded meadows. Larvae survive only in very warm water among shallow submerged vegetation (Ref. 59043).  Occurs at depths of <30m (Ref. 120613) and found sucking in floating insects at the surface (Ref. 120823). River regulation and hybridization with domesticated stocks, East Asian congeners and their hybrids have caused continuous decline of wild populations (Ref. 59043).  Utilized fresh and frozen (Ref. 9987).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size >200 cm; not recommended for home aquariums (Ref. 51539).",NA,0.5,0,2,1990-10-17T00:00:00Z,10,2019-08-18T00:00:00Z,97,2003-01-14T00:00:00Z,NA,Cyprinus carpio,1529,1643,142,unsexed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,46,NA,NA,41.5,NA,NA,NA,NA,NA,NA,NA,(hills),356,NA,NA,22,1992-03-16T00:00:00Z,NA,1994-09-29T00:00:00Z,NA,NA,NA
1450,Cyprinus,carpio,59043,"Linnaeus, 1758",Common carp,Cycar_ua.jpg,Cycar_m0.jpg,NA,Cycar_u3.jpg,122,Cyprininae,123,NA,fusiform / normal,O,NA,NA,0,1,1,0,benthopelagic,WaterAssumed,NA,potamodromous,51243,0,29,120823,NA,NA,NA,38,72479,47,274,41.5,NA,120,TL,NA,NA,27549,31,TL,NA,NA,3561,40090,NA,72380,CYCAR_U2,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"more than 500,000",In southeastern Europe.,seines, ,1,1,1,0,0,0,0,1,1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,commercial,based mainly on breeding,1739,1,4699,potential pest,NA,no special ability,NA,NA,1,"Inhabits warm, deep, slow-flowing and still waters such as lowland rivers and large, well vegetated lakes (Ref. 59043).  Hardy and tolerant of a wide variety of conditions but generally favor large water bodies with slow flowing or standing water and soft bottom sediments.  Thrive in large turbid rivers (Ref. 1998).   Most active at dusk and dawn.  Both adults and juveniles feed on a variety of benthic organisms and plant material.  Breeds along shores or in backwaters.  Adults often undertake considerable spawning migration to suitable backwaters and flooded meadows. Larvae survive only in very warm water among shallow submerged vegetation (Ref. 59043).  Occurs at depths of <30m (Ref. 120613) and found sucking in floating insects at the surface (Ref. 120823). River regulation and hybridization with domesticated stocks, East Asian congeners and their hybrids have caused continuous decline of wild populations (Ref. 59043).  Utilized fresh and frozen (Ref. 9987).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size >200 cm; not recommended for home aquariums (Ref. 51539).",NA,0.5,0,2,1990-10-17T00:00:00Z,10,2019-08-18T00:00:00Z,97,2003-01-14T00:00:00Z,NA,Cyprinus carpio,1530,1643,142,unsexed,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,20,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,(plains),356,NA,NA,22,1992-03-16T00:00:00Z,NA,1994-09-29T00:00:00Z,NA,NA,NA
1450,Cyprinus,carpio,59043,"Linnaeus, 1758",Common carp,Cycar_ua.jpg,Cycar_m0.jpg,NA,Cycar_u3.jpg,122,Cyprininae,123,NA,fusiform / normal,O,NA,NA,0,1,1,0,benthopelagic,WaterAssumed,NA,potamodromous,51243,0,29,120823,NA,NA,NA,38,72479,47,274,41.5,NA,120,TL,NA,NA,27549,31,TL,NA,NA,3561,40090,NA,72380,CYCAR_U2,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"more than 500,000",In southeastern Europe.,seines, ,1,1,1,0,0,0,0,1,1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,commercial,based mainly on breeding,1739,1,4699,potential pest,NA,no special ability,NA,NA,1,"Inhabits warm, deep, slow-flowing and still waters such as lowland rivers and large, well vegetated lakes (Ref. 59043).  Hardy and tolerant of a wide variety of conditions but generally favor large water bodies with slow flowing or standing water and soft bottom sediments.  Thrive in large turbid rivers (Ref. 1998).   Most active at dusk and dawn.  Both adults and juveniles feed on a variety of benthic organisms and plant material.  Breeds along shores or in backwaters.  Adults often undertake considerable spawning migration to suitable backwaters and flooded meadows. Larvae survive only in very warm water among shallow submerged vegetation (Ref. 59043).  Occurs at depths of <30m (Ref. 120613) and found sucking in floating insects at the surface (Ref. 120823). River regulation and hybridization with domesticated stocks, East Asian congeners and their hybrids have caused continuous decline of wild populations (Ref. 59043).  Utilized fresh and frozen (Ref. 9987).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size >200 cm; not recommended for home aquariums (Ref. 51539).",NA,0.5,0,2,1990-10-17T00:00:00Z,10,2019-08-18T00:00:00Z,97,2003-01-14T00:00:00Z,NA,Cyprinus carpio,1531,1643,142,unsexed,1.399999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(south),840,NA,NA,22,1992-03-16T00:00:00Z,NA,1994-09-29T00:00:00Z,NA,NA,NA
1450,Cyprinus,carpio,59043,"Linnaeus, 1758",Common carp,Cycar_ua.jpg,Cycar_m0.jpg,NA,Cycar_u3.jpg,122,Cyprininae,123,NA,fusiform / normal,O,NA,NA,0,1,1,0,benthopelagic,WaterAssumed,NA,potamodromous,51243,0,29,120823,NA,NA,NA,38,72479,47,274,41.5,NA,120,TL,NA,NA,27549,31,TL,NA,NA,3561,40090,NA,72380,CYCAR_U2,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"more than 500,000",In southeastern Europe.,seines, ,1,1,1,0,0,0,0,1,1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,commercial,based mainly on breeding,1739,1,4699,potential pest,NA,no special ability,NA,NA,1,"Inhabits warm, deep, slow-flowing and still waters such as lowland rivers and large, well vegetated lakes (Ref. 59043).  Hardy and tolerant of a wide variety of conditions but generally favor large water bodies with slow flowing or standing water and soft bottom sediments.  Thrive in large turbid rivers (Ref. 1998).   Most active at dusk and dawn.  Both adults and juveniles feed on a variety of benthic organisms and plant material.  Breeds along shores or in backwaters.  Adults often undertake considerable spawning migration to suitable backwaters and flooded meadows. Larvae survive only in very warm water among shallow submerged vegetation (Ref. 59043).  Occurs at depths of <30m (Ref. 120613) and found sucking in floating insects at the surface (Ref. 120823). River regulation and hybridization with domesticated stocks, East Asian congeners and their hybrids have caused continuous decline of wild populations (Ref. 59043).  Utilized fresh and frozen (Ref. 9987).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size >200 cm; not recommended for home aquariums (Ref. 51539).",NA,0.5,0,2,1990-10-17T00:00:00Z,10,2019-08-18T00:00:00Z,97,2003-01-14T00:00:00Z,NA,Cyprinus carpio,1532,1643,142,unsexed,3,4,NA,3.5,NA,NA,NA,NA,NA,NA,40,45,NA,NA,42.5,NA,NA,NA,NA,NA,NA,NA,Europe,NA,NA,NA,22,1992-03-16T00:00:00Z,1,2021-10-01T00:00:00Z,NA,NA,NA
1450,Cyprinus,carpio,59043,"Linnaeus, 1758",Common carp,Cycar_ua.jpg,Cycar_m0.jpg,NA,Cycar_u3.jpg,122,Cyprininae,123,NA,fusiform / normal,O,NA,NA,0,1,1,0,benthopelagic,WaterAssumed,NA,potamodromous,51243,0,29,120823,NA,NA,NA,38,72479,47,274,41.5,NA,120,TL,NA,NA,27549,31,TL,NA,NA,3561,40090,NA,72380,CYCAR_U2,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"more than 500,000",In southeastern Europe.,seines, ,1,1,1,0,0,0,0,1,1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,commercial,based mainly on breeding,1739,1,4699,potential pest,NA,no special ability,NA,NA,1,"Inhabits warm, deep, slow-flowing and still waters such as lowland rivers and large, well vegetated lakes (Ref. 59043).  Hardy and tolerant of a wide variety of conditions but generally favor large water bodies with slow flowing or standing water and soft bottom sediments.  Thrive in large turbid rivers (Ref. 1998).   Most active at dusk and dawn.  Both adults and juveniles feed on a variety of benthic organisms and plant material.  Breeds along shores or in backwaters.  Adults often undertake considerable spawning migration to suitable backwaters and flooded meadows. Larvae survive only in very warm water among shallow submerged vegetation (Ref. 59043).  Occurs at depths of <30m (Ref. 120613) and found sucking in floating insects at the surface (Ref. 120823). River regulation and hybridization with domesticated stocks, East Asian congeners and their hybrids have caused continuous decline of wild populations (Ref. 59043).  Utilized fresh and frozen (Ref. 9987).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size >200 cm; not recommended for home aquariums (Ref. 51539).",NA,0.5,0,2,1990-10-17T00:00:00Z,10,2019-08-18T00:00:00Z,97,2003-01-14T00:00:00Z,NA,Cyprinus carpio,1533,1643,142,unsexed,1,1.5,NA,1.25,NA,NA,NA,NA,NA,NA,30,40,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,Indonesia,360,NA,Doubtful tm.,22,1992-03-16T00:00:00Z,1,2021-10-01T00:00:00Z,NA,NA,NA
1450,Cyprinus,carpio,59043,"Linnaeus, 1758",Common carp,Cycar_ua.jpg,Cycar_m0.jpg,NA,Cycar_u3.jpg,122,Cyprininae,123,NA,fusiform / normal,O,NA,NA,0,1,1,0,benthopelagic,WaterAssumed,NA,potamodromous,51243,0,29,120823,NA,NA,NA,38,72479,47,274,41.5,NA,120,TL,NA,NA,27549,31,TL,NA,NA,3561,40090,NA,72380,CYCAR_U2,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"more than 500,000",In southeastern Europe.,seines, ,1,1,1,0,0,0,0,1,1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,commercial,based mainly on breeding,1739,1,4699,potential pest,NA,no special ability,NA,NA,1,"Inhabits warm, deep, slow-flowing and still waters such as lowland rivers and large, well vegetated lakes (Ref. 59043).  Hardy and tolerant of a wide variety of conditions but generally favor large water bodies with slow flowing or standing water and soft bottom sediments.  Thrive in large turbid rivers (Ref. 1998).   Most active at dusk and dawn.  Both adults and juveniles feed on a variety of benthic organisms and plant material.  Breeds along shores or in backwaters.  Adults often undertake considerable spawning migration to suitable backwaters and flooded meadows. Larvae survive only in very warm water among shallow submerged vegetation (Ref. 59043).  Occurs at depths of <30m (Ref. 120613) and found sucking in floating insects at the surface (Ref. 120823). River regulation and hybridization with domesticated stocks, East Asian congeners and their hybrids have caused continuous decline of wild populations (Ref. 59043).  Utilized fresh and frozen (Ref. 9987).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size >200 cm; not recommended for home aquariums (Ref. 51539).",NA,0.5,0,2,1990-10-17T00:00:00Z,10,2019-08-18T00:00:00Z,97,2003-01-14T00:00:00Z,NA,Cyprinus carpio,1534,1643,142,unsexed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Israel,376,NA,NA,22,1992-03-16T00:00:00Z,NA,1994-10-01T00:00:00Z,NA,NA,NA
1450,Cyprinus,carpio,59043,"Linnaeus, 1758",Common carp,Cycar_ua.jpg,Cycar_m0.jpg,NA,Cycar_u3.jpg,122,Cyprininae,123,NA,fusiform / normal,O,NA,NA,0,1,1,0,benthopelagic,WaterAssumed,NA,potamodromous,51243,0,29,120823,NA,NA,NA,38,72479,47,274,41.5,NA,120,TL,NA,NA,27549,31,TL,NA,NA,3561,40090,NA,72380,CYCAR_U2,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"more than 500,000",In southeastern Europe.,seines, ,1,1,1,0,0,0,0,1,1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,commercial,based mainly on breeding,1739,1,4699,potential pest,NA,no special ability,NA,NA,1,"Inhabits warm, deep, slow-flowing and still waters such as lowland rivers and large, well vegetated lakes (Ref. 59043).  Hardy and tolerant of a wide variety of conditions but generally favor large water bodies with slow flowing or standing water and soft bottom sediments.  Thrive in large turbid rivers (Ref. 1998).   Most active at dusk and dawn.  Both adults and juveniles feed on a variety of benthic organisms and plant material.  Breeds along shores or in backwaters.  Adults often undertake considerable spawning migration to suitable backwaters and flooded meadows. Larvae survive only in very warm water among shallow submerged vegetation (Ref. 59043).  Occurs at depths of <30m (Ref. 120613) and found sucking in floating insects at the surface (Ref. 120823). River regulation and hybridization with domesticated stocks, East Asian congeners and their hybrids have caused continuous decline of wild populations (Ref. 59043).  Utilized fresh and frozen (Ref. 9987).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size >200 cm; not recommended for home aquariums (Ref. 51539).",NA,0.5,0,2,1990-10-17T00:00:00Z,10,2019-08-18T00:00:00Z,97,2003-01-14T00:00:00Z,NA,Cyprinus carpio,1535,1643,142,unsexed,0.20000000298023224,0.30000001192092896,NA,0.25,NA,NA,NA,NA,NA,NA,30,38,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,Japan,392,NA,Doubtful tm.,22,1992-03-16T00:00:00Z,1,2021-10-01T00:00:00Z,NA,NA,NA
1450,Cyprinus,carpio,59043,"Linnaeus, 1758",Common carp,Cycar_ua.jpg,Cycar_m0.jpg,NA,Cycar_u3.jpg,122,Cyprininae,123,NA,fusiform / normal,O,NA,NA,0,1,1,0,benthopelagic,WaterAssumed,NA,potamodromous,51243,0,29,120823,NA,NA,NA,38,72479,47,274,41.5,NA,120,TL,NA,NA,27549,31,TL,NA,NA,3561,40090,NA,72380,CYCAR_U2,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"more than 500,000",In southeastern Europe.,seines, ,1,1,1,0,0,0,0,1,1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,commercial,based mainly on breeding,1739,1,4699,potential pest,NA,no special ability,NA,NA,1,"Inhabits warm, deep, slow-flowing and still waters such as lowland rivers and large, well vegetated lakes (Ref. 59043).  Hardy and tolerant of a wide variety of conditions but generally favor large water bodies with slow flowing or standing water and soft bottom sediments.  Thrive in large turbid rivers (Ref. 1998).   Most active at dusk and dawn.  Both adults and juveniles feed on a variety of benthic organisms and plant material.  Breeds along shores or in backwaters.  Adults often undertake considerable spawning migration to suitable backwaters and flooded meadows. Larvae survive only in very warm water among shallow submerged vegetation (Ref. 59043).  Occurs at depths of <30m (Ref. 120613) and found sucking in floating insects at the surface (Ref. 120823). River regulation and hybridization with domesticated stocks, East Asian congeners and their hybrids have caused continuous decline of wild populations (Ref. 59043).  Utilized fresh and frozen (Ref. 9987).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size >200 cm; not recommended for home aquariums (Ref. 51539).",NA,0.5,0,2,1990-10-17T00:00:00Z,10,2019-08-18T00:00:00Z,97,2003-01-14T00:00:00Z,NA,Cyprinus carpio,1536,1643,142,unsexed,1,1.5,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malaysia,458,NA,Doubtful tm.,22,1992-03-16T00:00:00Z,1,2021-10-01T00:00:00Z,NA,NA,NA
1450,Cyprinus,carpio,59043,"Linnaeus, 1758",Common carp,Cycar_ua.jpg,Cycar_m0.jpg,NA,Cycar_u3.jpg,122,Cyprininae,123,NA,fusiform / normal,O,NA,NA,0,1,1,0,benthopelagic,WaterAssumed,NA,potamodromous,51243,0,29,120823,NA,NA,NA,38,72479,47,274,41.5,NA,120,TL,NA,NA,27549,31,TL,NA,NA,3561,40090,NA,72380,CYCAR_U2,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"more than 500,000",In southeastern Europe.,seines, ,1,1,1,0,0,0,0,1,1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,commercial,based mainly on breeding,1739,1,4699,potential pest,NA,no special ability,NA,NA,1,"Inhabits warm, deep, slow-flowing and still waters such as lowland rivers and large, well vegetated lakes (Ref. 59043).  Hardy and tolerant of a wide variety of conditions but generally favor large water bodies with slow flowing or standing water and soft bottom sediments.  Thrive in large turbid rivers (Ref. 1998).   Most active at dusk and dawn.  Both adults and juveniles feed on a variety of benthic organisms and plant material.  Breeds along shores or in backwaters.  Adults often undertake considerable spawning migration to suitable backwaters and flooded meadows. Larvae survive only in very warm water among shallow submerged vegetation (Ref. 59043).  Occurs at depths of <30m (Ref. 120613) and found sucking in floating insects at the surface (Ref. 120823). River regulation and hybridization with domesticated stocks, East Asian congeners and their hybrids have caused continuous decline of wild populations (Ref. 59043).  Utilized fresh and frozen (Ref. 9987).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size >200 cm; not recommended for home aquariums (Ref. 51539).",NA,0.5,0,2,1990-10-17T00:00:00Z,10,2019-08-18T00:00:00Z,97,2003-01-14T00:00:00Z,NA,Cyprinus carpio,1537,1643,142,unsexed,1,1.5,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thailand,764,NA,Doubtful tm.,22,1992-03-16T00:00:00Z,1,2021-10-01T00:00:00Z,NA,NA,NA
1450,Cyprinus,carpio,59043,"Linnaeus, 1758",Common carp,Cycar_ua.jpg,Cycar_m0.jpg,NA,Cycar_u3.jpg,122,Cyprininae,123,NA,fusiform / normal,O,NA,NA,0,1,1,0,benthopelagic,WaterAssumed,NA,potamodromous,51243,0,29,120823,NA,NA,NA,38,72479,47,274,41.5,NA,120,TL,NA,NA,27549,31,TL,NA,NA,3561,40090,NA,72380,CYCAR_U2,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"more than 500,000",In southeastern Europe.,seines, ,1,1,1,0,0,0,0,1,1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,commercial,based mainly on breeding,1739,1,4699,potential pest,NA,no special ability,NA,NA,1,"Inhabits warm, deep, slow-flowing and still waters such as lowland rivers and large, well vegetated lakes (Ref. 59043).  Hardy and tolerant of a wide variety of conditions but generally favor large water bodies with slow flowing or standing water and soft bottom sediments.  Thrive in large turbid rivers (Ref. 1998).   Most active at dusk and dawn.  Both adults and juveniles feed on a variety of benthic organisms and plant material.  Breeds along shores or in backwaters.  Adults often undertake considerable spawning migration to suitable backwaters and flooded meadows. Larvae survive only in very warm water among shallow submerged vegetation (Ref. 59043).  Occurs at depths of <30m (Ref. 120613) and found sucking in floating insects at the surface (Ref. 120823). River regulation and hybridization with domesticated stocks, East Asian congeners and their hybrids have caused continuous decline of wild populations (Ref. 59043).  Utilized fresh and frozen (Ref. 9987).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size >200 cm; not recommended for home aquariums (Ref. 51539).",NA,0.5,0,2,1990-10-17T00:00:00Z,10,2019-08-18T00:00:00Z,97,2003-01-14T00:00:00Z,NA,Cyprinus carpio,1538,1643,142,unsexed,2,5,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USSR,810,NA,NA,22,1992-03-16T00:00:00Z,1,2021-10-01T00:00:00Z,NA,NA,NA
1450,Cyprinus,carpio,59043,"Linnaeus, 1758",Common carp,Cycar_ua.jpg,Cycar_m0.jpg,NA,Cycar_u3.jpg,122,Cyprininae,123,NA,fusiform / normal,O,NA,NA,0,1,1,0,benthopelagic,WaterAssumed,NA,potamodromous,51243,0,29,120823,NA,NA,NA,38,72479,47,274,41.5,NA,120,TL,NA,NA,27549,31,TL,NA,NA,3561,40090,NA,72380,CYCAR_U2,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"more than 500,000",In southeastern Europe.,seines, ,1,1,1,0,0,0,0,1,1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,commercial,based mainly on breeding,1739,1,4699,potential pest,NA,no special ability,NA,NA,1,"Inhabits warm, deep, slow-flowing and still waters such as lowland rivers and large, well vegetated lakes (Ref. 59043).  Hardy and tolerant of a wide variety of conditions but generally favor large water bodies with slow flowing or standing water and soft bottom sediments.  Thrive in large turbid rivers (Ref. 1998).   Most active at dusk and dawn.  Both adults and juveniles feed on a variety of benthic organisms and plant material.  Breeds along shores or in backwaters.  Adults often undertake considerable spawning migration to suitable backwaters and flooded meadows. Larvae survive only in very warm water among shallow submerged vegetation (Ref. 59043).  Occurs at depths of <30m (Ref. 120613) and found sucking in floating insects at the surface (Ref. 120823). River regulation and hybridization with domesticated stocks, East Asian congeners and their hybrids have caused continuous decline of wild populations (Ref. 59043).  Utilized fresh and frozen (Ref. 9987).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size >200 cm; not recommended for home aquariums (Ref. 51539).",NA,0.5,0,2,1990-10-17T00:00:00Z,10,2019-08-18T00:00:00Z,97,2003-01-14T00:00:00Z,NA,Cyprinus carpio,5712,1643,2825,female,1,2,2825,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dal Lake, Kashmir Valley",356,NA,Doubtful tm.,2,2007-05-08T00:00:00Z,1,2021-10-15T00:00:00Z,NA,NA,NA
1450,Cyprinus,carpio,59043,"Linnaeus, 1758",Common carp,Cycar_ua.jpg,Cycar_m0.jpg,NA,Cycar_u3.jpg,122,Cyprininae,123,NA,fusiform / normal,O,NA,NA,0,1,1,0,benthopelagic,WaterAssumed,NA,potamodromous,51243,0,29,120823,NA,NA,NA,38,72479,47,274,41.5,NA,120,TL,NA,NA,27549,31,TL,NA,NA,3561,40090,NA,72380,CYCAR_U2,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"more than 500,000",In southeastern Europe.,seines, ,1,1,1,0,0,0,0,1,1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,commercial,based mainly on breeding,1739,1,4699,potential pest,NA,no special ability,NA,NA,1,"Inhabits warm, deep, slow-flowing and still waters such as lowland rivers and large, well vegetated lakes (Ref. 59043).  Hardy and tolerant of a wide variety of conditions but generally favor large water bodies with slow flowing or standing water and soft bottom sediments.  Thrive in large turbid rivers (Ref. 1998).   Most active at dusk and dawn.  Both adults and juveniles feed on a variety of benthic organisms and plant material.  Breeds along shores or in backwaters.  Adults often undertake considerable spawning migration to suitable backwaters and flooded meadows. Larvae survive only in very warm water among shallow submerged vegetation (Ref. 59043).  Occurs at depths of <30m (Ref. 120613) and found sucking in floating insects at the surface (Ref. 120823). River regulation and hybridization with domesticated stocks, East Asian congeners and their hybrids have caused continuous decline of wild populations (Ref. 59043).  Utilized fresh and frozen (Ref. 9987).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size >200 cm; not recommended for home aquariums (Ref. 51539).",NA,0.5,0,2,1990-10-17T00:00:00Z,10,2019-08-18T00:00:00Z,97,2003-01-14T00:00:00Z,NA,Cyprinus carpio,5711,1643,2825,male,1,2,2825,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dal Lake, Kashmir Valley",356,NA,Doubtful tm.,2,2007-05-08T00:00:00Z,1,2021-10-01T00:00:00Z,NA,NA,NA
