siteID,year,month,temp_mean_monthly,temp_sd_monthly,temp_max_monthly,temp_min_monthly,n_days_monthly
PRPO,2024,5,13.64944988964225,2.800844770058197,19.98,7.36,30
PRPO,2024,6,18.981970594617323,2.004754667920712,25.95,14.48,30
PRPO,2024,7,23.996667176620395,2.5103604012486116,29.16,18.61,31
PRPO,2024,8,22.01966662593679,2.160212814273908,28.08,17.74,31
PRPO,2024,9,19.152106523915208,1.404370218212809,22.83,15.91,30
PRPO,2024,10,10.770421420290143,2.1081536244919588,17.22,7.15,31
PRPO,2024,11,6.046583333333333,0.5470594252519067,7.3,5.45,5
PRPO,2025,4,9.841807795698923,0.4370625789996578,11.32,8.23,9
PRPO,2025,5,14.229484221598874,3.6033116894804005,21.05,7.55,31
PRPO,2025,6,19.02165636790044,2.366462993921732,25.07,14.02,30
PRPO,2025,7,23.457102467967427,1.5396874988739249,27.99,19.46,31
PRPO,2025,8,22.136143825573253,1.3558562277991304,26.76,18.82,31
PRPO,2025,9,18.416773546636573,1.9998252342223826,23.64,13.85,30
PRPO,2025,10,14.011888532162782,3.5776198579603093,20.41,9.16,18
SUGG,2017,8,29.813932244450093,0.7820077719161288,35.51,28.15,12
SUGG,2017,9,28.274394188695354,1.4228870530229945,34.79,24.19,30
SUGG,2017,10,25.72597045193645,2.2316023402675342,32.45,19.36,31
SUGG,2017,11,20.31769010325984,1.7694767666429285,27.29,17.85,29
SUGG,2017,12,17.642155487575472,2.2725700932642527,25.08,13.54,31
SUGG,2018,1,12.435574119867676,2.3013606850023,18.52,8.01,30
SUGG,2018,2,18.08444962093657,3.0525810220783214,24.04,13.61,17
SUGG,2018,3,19.694943207928972,1.5203120426659733,24.04,16.65,31
SUGG,2018,4,23.058014067424907,1.426573689140243,28.64,19.96,30
SUGG,2018,5,26.008960801310455,1.054109102448414,31.48,23.78,9
SUGG,2018,6,30.13244205128206,0.7708346223785415,34.99,28.68,5
SUGG,2018,7,30.036299251492295,1.5134281644772836,35.63,26.51,21
SUGG,2018,8,30.198126408061842,0.8710111655015955,35.36,27.25,31
SUGG,2018,9,30.033802129565345,1.0168170906477205,35.35,27.24,30
SUGG,2018,10,26.735434422766964,2.2926547535396478,34.03,21.73,31
SUGG,2018,11,21.341495363453646,2.5057421507665163,28.72,15.31,30
SUGG,2018,12,16.226448730956303,1.1997990632527509,20.54,13.92,27
SUGG,2019,1,15.343871162505545,1.5387560147715067,19.82,11.75,18
SUGG,2019,2,19.753275922223835,2.8220540137768477,27.03,11.68,22
SUGG,2019,3,20.85042100523746,1.5845892623529436,26.84,16.88,31
SUGG,2019,4,24.621049114940668,1.8501552335993563,31.93,19.82,30
SUGG,2019,5,28.796550596397147,1.3511769188548393,35.92,25.68,31
SUGG,2019,6,30.34406954392438,1.6161949443083337,35.66,27.25,30
SUGG,2019,7,30.939544335435613,1.135078999783601,35.86,27.86,28
SUGG,2019,8,30.753685628033306,1.245856071571091,35.69,27.35,31
SUGG,2019,9,29.412196812543705,1.1447268369152153,35.6,26.89,30
SUGG,2019,10,26.643300828712512,1.2963396751541993,30.89,23.97,31
SUGG,2019,11,20.45187336931296,3.2280479410001415,28.58,15.45,25
SUGG,2019,12,17.91807598839114,1.4406512697329275,21.76,14.87,31
SUGG,2020,1,17.118349702987835,1.9219802157050812,20.84,13.57,31
SUGG,2020,2,16.74156158434232,1.636225279452676,20.7,13.98,19
SUGG,2020,3,20.78823959059894,2.557924037746462,26.22,15.6,31
SUGG,2020,4,24.486837090561203,1.0714765742160903,27.07,22.51,30
SUGG,2020,5,26.158812010573104,1.290955292271916,28.91,23.43,31
SUGG,2020,6,28.0919033537325,0.9234094663053094,31.3,26.36,30
SUGG,2020,7,29.47940166054497,0.6446266014035328,31.75,28.13,10
SUGG,2020,9,27.92186188963346,1.5061625390908284,30.32,25.24,24
SUGG,2020,10,25.618595682316222,0.9495333948821001,27.96,23.47,31
SUGG,2020,11,22.283759747272324,1.5016998065801734,25.72,19.44,30
SUGG,2020,12,15.897240379370842,1.6485507713954057,21.87,13.43,21
SUGG,2021,4,23.37391530861862,1.7718240451866396,28.55,19.8,23
SUGG,2021,5,27.231525885383647,1.5593328890527174,32.36,23.99,31
SUGG,2021,6,28.963751927473822,1.079808350933911,33.55,26.48,30
SUGG,2021,7,29.823581437520357,1.244863691257704,34.21,26.44,31
SUGG,2021,8,30.250936471481396,1.1307881202138073,34.83,27.44,31
SUGG,2021,9,28.772990298414168,0.842465017002592,33.5,26.39,30
SUGG,2021,10,26.237457167602525,1.4084901503362053,29.82,21.51,31
