siteID,collectDate,temp_mean_30day,temp_sd_30day,temp_max_30day,temp_min_30day,n_days_30day
BARC,2017-09-06,31.2979086073501,0.3267262675481914,33.14,30.3,11
BARC,2017-09-07,31.2322669178487,0.3856831346559796,33.14,30.13,12
BARC,2017-09-12,30.536715425531916,1.4024834743206274,33.14,26.15,17
BARC,2017-09-14,30.209204927211648,1.658947468945275,33.14,26.15,19
BARC,2017-09-18,30.022671872286484,1.5605535362885592,33.14,26.15,23
BARC,2017-10-31,27.1032018321513,1.9087658237827068,30.96,22.01,30
BARC,2017-11-03,26.528854911861444,2.3579085556438892,30.96,21.65,30
BARC,2019-02-14,16.643429806856723,1.4799638643421027,20.88,13.97,30
BARC,2019-02-15,16.688228417967835,1.497709768737697,20.88,13.97,30
BARC,2019-04-24,23.362938491095715,1.8381491614579037,27.17,20.08,30
BARC,2019-04-30,24.255283861894355,1.5806736838151594,27.64,20.47,30
BARC,2019-05-08,25.60355292755092,1.1187413502901467,29.02,23.22,30
BARC,2019-05-15,26.328021875963614,1.5559342049895113,29.57,23.22,30
BARC,2019-06-21,30.434569177267907,0.743733826463884,32.58,28.97,30
BARC,2019-07-01,30.777847716224922,0.9112737402845206,32.83,28.97,30
BARC,2019-07-09,30.940329807478864,1.058502507994113,33.54,28.97,30
BARC,2019-07-11,31.038463499317157,1.047344453899468,33.54,28.97,30
BARC,2019-07-15,31.35077893939632,0.9421374420775321,33.97,29,30
BARC,2019-07-24,32.00079158197776,0.3911484436373217,33.97,30.74,30
BARC,2019-07-31,31.765708896426595,0.6806756807012647,33.97,30.01,30
BARC,2019-09-10,31.095135121194446,0.8239286794061141,33.75,29.21,30
BARC,2019-09-19,30.75504152895414,0.5576141393533687,33.55,29.21,30
BARC,2019-09-25,30.36643434970826,0.8069254669379686,33.22,28.27,30
BARC,2019-10-28,27.55809585064367,1.1768524138232253,29.98,25.67,27
BARC,2019-10-29,27.480962880485723,1.1345102621638794,29.98,25.67,27
BARC,2020-02-10,17.441189448590116,1.936224912267827,22,15.12,30
BARC,2020-02-11,17.411047842309923,1.9247779460696846,22,15.12,30
BARC,2020-06-08,27.50434027777778,1.3086918002262111,31.15,24.94,30
BARC,2020-06-15,28.332766978897503,0.8963712798176651,31.15,25.57,30
BARC,2020-06-16,28.436108645564172,0.8164083019636409,31.15,25.94,30
BARC,2020-06-22,28.989278633486872,0.8056862517287775,32.02,27.49,30
BARC,2020-07-06,30.247724407718554,1.1906124835804333,32.74,27.49,30
BARC,2020-07-07,30.328988296607445,1.1113328669820766,32.74,27.49,30
BARC,2020-07-13,30.769068539932167,0.8191395568970969,32.75,28.77,30
BARC,2020-07-15,30.93349909548772,0.755226662687866,32.75,28.77,30
BARC,2020-07-20,31.30732771867613,0.553941637564561,33.2,29.39,30
BARC,2020-07-22,31.39579994089835,0.5546254518405184,33.2,29.94,30
BARC,2020-08-19,31.79460712174942,0.3277945898100844,33.92,30.77,30
BARC,2020-09-04,31.396204343971633,0.6326002448037386,33.92,29.83,30
BARC,2020-09-10,31.252998817966905,0.5517512864622286,33.49,29.83,30
BARC,2020-09-22,30.57560863384447,1.0701537971391615,33.49,27.11,30
BARC,2020-09-28,29.96985298768848,1.5046996536535202,33.49,26.77,30
BARC,2020-10-01,29.665346043244035,1.613950968725787,33.49,26.77,30
BARC,2020-10-27,27.107177281500586,0.7554290334153326,29.32,25.02,30
BARC,2020-10-28,27.07189950372281,0.7220820611200602,29.32,25.02,30
BARC,2021-02-10,15.50727777777778,1.0057452104387965,18.39,13.88,30
BARC,2021-02-11,15.60560839371981,1.1211626584023353,19.51,13.88,30
BARC,2021-04-14,22.256271135265717,0.7182616039409976,24.2,20.95,6
BARC,2021-06-30,29.460250270562774,0.6727612991006297,31.3,27.93,22
BARC,2021-07-08,29.239030753968255,0.7017459996201301,31.3,27.64,30
BARC,2021-07-13,29.122923611111105,0.5850743427975763,31.27,27.63,30
BARC,2021-07-15,29.16295138888888,0.6482043981803282,31.27,27.63,30
BARC,2021-07-21,29.517700502364058,1.1010622419421077,32.72,27.63,30
BARC,2021-07-29,30.160392730496444,1.197855924937471,32.72,27.63,30
BARC,2021-09-07,31.113525041621372,0.631923419353439,33.41,29.63,30
BARC,2021-09-09,31.0731284007945,0.6420791694323975,33.41,29.63,30
BARC,2021-09-14,30.812072233994737,0.6793642306474753,33.02,29.46,30
BARC,2021-09-21,30.5020016075172,0.6337227352354161,32.77,29.33,30
BARC,2021-09-27,30.155570234159676,0.5896167256004609,32.77,28.53,30
BARC,2021-11-02,26.82993860911546,1.5128512155965532,29.1,22.95,30
BARC,2022-02-14,14.98205402504012,1.060349789392446,17.76,13.07,20
BARC,2022-02-16,15.023249871248595,1.0174428034900178,17.76,13.07,22
BARC,2022-04-27,24.447336210219763,1.0706920461492118,27.55,22.24,28
BARC,2022-05-04,25.193402853997316,1.2001553557509999,28.78,22.36,30
BARC,2022-05-16,26.664679794392566,1.2229925404188575,29.47,24.25,30
BARC,2022-05-24,27.65294062265275,1.1998495843356862,31.06,24.41,30
BARC,2022-06-25,30.883038510101,0.896489395908301,33.09,28.78,30
BARC,2022-07-06,31.346156323877057,0.45364434416398364,33.09,29.79,30
BARC,2022-07-11,31.46544533096926,0.40995874879936844,33.27,30.45,30
BARC,2022-07-12,31.47950783096926,0.39800500056334104,33.27,30.45,30
BARC,2022-07-13,31.509639775413707,0.3712186148427663,33.27,30.45,30
BARC,2022-07-20,31.48165316889167,0.35500214747645664,33.48,30.5,30
BARC,2022-08-04,31.931106765911103,0.5580338985432596,34.34,30.77,30
BARC,2022-09-08,31.381522296102062,0.34519932079152843,33.59,30.27,30
BARC,2022-09-12,31.19974262438489,0.4386079208853831,33.59,29.75,30
BARC,2022-09-13,31.16636762438489,0.47834219288111973,33.59,29.75,30
BARC,2022-09-20,30.781016771632437,0.8000013645383638,33.59,28.93,30
BARC,2022-09-26,30.40782252847624,0.8789634826843259,33.59,28.71,30
BARC,2022-10-31,24.865564284145805,1.1980753043739687,27.77,22.48,30
BARC,2022-11-01,24.82541150636803,1.189800610828961,27.77,22.48,30
BARC,2023-02-07,17.048147364953888,1.4343250943585986,21.38,14.55,30
BARC,2023-02-08,17.10539643902796,1.4468940879694312,21.38,14.55,30
BARC,2023-05-09,25.016956159420285,0.6650828948943233,27.56,23.2,30
BARC,2023-05-15,25.709207932469933,0.9926631355781963,29.54,24.19,30
BARC,2023-05-17,25.889328647599957,1.1823133744483276,29.9,24.19,30
BARC,2023-05-22,26.58282586771975,1.532457577403282,30.82,24.5,30
BARC,2023-06-28,28.781704210035407,0.8325856901350571,31.63,26.56,30
BARC,2023-06-29,28.907898654479855,0.8819179644232644,31.74,26.79,30
BARC,2023-07-01,29.147690361404166,0.9915205949066487,32.1,27.21,30
BARC,2023-07-05,29.71292807719393,1.2601794761514804,33.47,27.43,30
BARC,2023-07-10,30.381964929411765,1.4292073276306243,33.5,27.98,30
BARC,2023-07-17,30.96803052941009,1.3752428039193874,33.5,27.98,30
BARC,2023-07-24,31.72196168883038,0.9111385942545964,34.19,28.27,30
BARC,2023-07-29,31.991934007413995,0.46624590334756677,34.19,30.44,30
BARC,2023-09-05,32.29110716103604,0.8985023748421497,35.63,30.22,30
BARC,2023-09-08,32.184582824545174,0.9532554219043845,35.63,30.22,30
BARC,2023-09-12,31.848588799997373,0.9479806043109826,35.63,30.13,30
BARC,2023-09-18,31.460143791984777,0.6623246204433785,33.7,30.13,30
BARC,2023-09-26,30.862458668899155,0.7701405250880677,33.18,28.89,30
BARC,2023-10-31,25.352688910528123,1.3146327994493305,28.14,23.55,29
BARC,2023-11-01,25.339147891288295,1.293895290128037,28.14,23.55,30
BARC,2024-02-07,16.019930171256743,1.531369373964674,20.67,13.13,30
BARC,2024-02-08,16.027756560145633,1.5295641974042364,20.67,13.13,30
BARC,2024-04-15,22.615620048309182,0.7155539113377317,25.63,20.98,30
BARC,2024-04-22,23.41235690333025,1.6320451631404518,28.31,20.98,30
BARC,2024-04-30,24.399229834772328,1.5725602026387366,28.31,21.75,30
BARC,2024-05-08,25.717904240173862,1.7294339721694614,29.7,22.09,30
BARC,2024-06-29,30.71410760441292,0.6986640420000314,32.6,28.79,30
BARC,2024-07-10,31.332559278959813,0.47929096342168764,33.45,29.95,30
BARC,2024-07-11,31.348246778959812,0.4787585511716581,33.45,29.95,30
BARC,2024-07-22,31.59011959219859,0.3619480815237218,33.45,30.27,30
BARC,2024-07-24,31.667280856203114,0.3263092253338107,33.55,30.45,30
BARC,2024-07-25,31.697815578425338,0.31433752566980755,33.55,30.54,30
BARC,2024-08-03,31.71024197116868,0.3140979755551123,33.55,30.39,30
BARC,2024-09-04,31.298464714393173,0.820490492230303,33.48,28.52,30
BARC,2024-09-09,31.482022174498425,0.41750800459049986,33.48,30.18,30
BARC,2024-09-10,31.469892081905833,0.4452337170772209,33.48,29.99,30
BARC,2024-09-11,31.430905970794722,0.5184688462540042,33.48,29.71,30
BARC,2024-09-16,31.0050175448688,0.9608565071434462,33.48,28.6,30
BARC,2024-10-30,26.04088644989395,2.3446780659707067,31.4,22.63,30
BARC,2024-10-31,25.867490616560616,2.270534715740127,31.4,22.63,30
CRAM,2017-09-12,17.8255706521739,0.23592002878825438,18.62,17.13,2
CRAM,2017-09-14,18.466375751618877,0.7882179662316008,20.21,17.13,4
CRAM,2017-09-18,19.520244463647277,1.2667846186823515,21.67,17.13,8
CRAM,2017-10-31,13.139969414893613,2.6042648956974874,17.24,7.51,30
CRAM,2017-11-03,12.149274970449168,2.9157905649342264,16.7,6.35,30
CRAM,2018-06-27,21.81022811310037,1.9548781498002046,26.26,18.17,30
CRAM,2018-07-02,22.015205079032157,2.174556376833948,26.92,18.17,30
CRAM,2018-07-09,23.363701531787484,1.9358719583377966,26.92,19.02,30
CRAM,2018-07-11,23.756701531787485,1.7630110290896854,26.92,19.64,30
CRAM,2018-07-16,24.448758602494557,1.3001108909792796,26.92,20.12,30
CRAM,2018-07-30,24.583671320380997,1.118915399476871,26.92,21.72,30
CRAM,2018-08-01,24.471405846493184,1.1098457504184747,26.87,21.72,30
CRAM,2018-09-10,22.78301492316785,1.853159411572248,27.31,19.53,30
CRAM,2018-09-11,22.608744089834516,1.8615658617844477,27.31,19.46,30
CRAM,2018-09-14,22.078095005910168,1.6181410865403336,25.73,19.46,30
CRAM,2018-09-17,21.766594562647754,1.2619558715644312,25.62,19.46,30
CRAM,2018-10-02,19.164130023640666,2.711813887499246,23.44,13.08,30
CRAM,2018-10-29,13.021980436991875,0.8298995790255552,14.49,11.64,8
CRAM,2018-10-30,12.8547931184669,0.7366414333803065,14.21,11.64,7
CRAM,2019-04-30,5.873698412698413,0.6990603124793664,7.04,5.09,3
CRAM,2019-05-08,7.256662998845586,2.083433438674842,12.71,5.09,11
CRAM,2019-05-15,8.425265372750589,2.426752155049392,13.64,5.09,18
CRAM,2019-06-21,18.083346807224597,3.2003499934722957,24.22,11.71,30
CRAM,2019-07-01,20.631720538466986,1.7980932645671313,25.67,16.58,30
CRAM,2019-07-09,22.06952934387167,2.1951656124131285,27.37,18.13,30
CRAM,2019-07-11,22.332897399427228,2.3414253653666646,27.37,18.13,30
CRAM,2019-07-15,23.032702223220202,2.209744003380232,27.37,18.13,30
CRAM,2019-07-24,24.467197767235746,1.5022749368529615,27.37,19.95,30
CRAM,2019-07-31,24.958681534806423,0.6587551000879481,27.37,23.01,30
CRAM,2019-09-10,20.58590357842262,2.3424891165765724,25.62,16.86,30
CRAM,2019-09-19,18.830441319968514,1.826370466088715,22.78,15.88,30
CRAM,2019-09-25,18.415420634389314,1.2403914825604982,21.01,15.88,30
CRAM,2019-10-28,11.411829934988184,2.857127248057962,17.17,7.35,30
CRAM,2019-10-29,11.099316046099293,2.7726830221111864,16.41,7.11,30
CRAM,2021-06-30,22.749173227996096,2.5448434580819814,28.79,15.17,30
CRAM,2021-07-08,23.843759724340057,1.7026664616746385,28.79,19.76,30
CRAM,2021-07-13,23.495241840107514,1.3698440292455545,26.77,19.76,30
CRAM,2021-07-15,23.515550859590448,1.3792524989314354,26.77,19.76,30
CRAM,2021-07-21,23.860584784858524,1.5626419351203986,27.71,19.76,30
CRAM,2021-07-29,24.653019097595326,0.8495802072120341,27.71,22.02,30
CRAM,2021-09-07,23.150921913748956,1.1477024026883822,25.89,19.91,30
CRAM,2021-09-09,22.907208529910573,1.3769131562838526,25.81,19.35,30
CRAM,2021-09-14,22.335779728132383,1.7748939388985212,25.81,19.18,30
CRAM,2021-09-21,21.16432239952718,1.866741384217463,25.48,18.25,30
CRAM,2021-09-27,20.052267139479902,1.6289507509302146,23.98,16.95,30
CRAM,2021-11-02,14.479965899496483,3.3833587783640775,19.49,8.44,30
CRAM,2022-05-04,4.8445,NA,5.78,4.31,1
CRAM,2022-05-16,12.021759877592277,4.392929974980373,20.17,4.31,13
CRAM,2022-05-24,13.709940370533058,4.098236507741774,20.17,4.31,21
CRAM,2022-06-25,19.621284388230563,2.563182764700296,26.58,14,30
CRAM,2022-07-06,21.5620861168622,1.6730868843256999,26.58,18.05,30
CRAM,2022-07-11,22.2762757046924,1.5074799150024607,26.58,18.88,30
CRAM,2022-07-12,22.419393760247956,1.431170940518569,26.58,18.88,30
CRAM,2022-07-13,22.531421538025736,1.3694282066087125,26.58,18.88,30
CRAM,2022-07-20,23.4930344551635,1.1166217483898433,27.3,20.66,30
CRAM,2022-08-04,23.8288181210813,0.8371275914317176,27.3,22.16,30
CRAM,2022-09-08,22.874327558774613,0.7202572746200648,25.3,21.2,30
CRAM,2022-09-12,22.567035892107945,0.7975976224267654,25.25,20.16,30
CRAM,2022-09-13,22.507060123786435,0.8924951883778991,25.25,19.72,30
CRAM,2022-09-20,21.88171245658871,1.308173664390125,25.25,19.19,30
CRAM,2022-09-26,20.87112935382191,1.621844550895199,24.72,16.5,30
CRAM,2022-10-31,11.249831719172922,2.6017779042385323,16.1,7.72,30
CRAM,2022-11-01,11.039991441395143,2.5315465223300806,16.1,7.72,30
CRAM,2023-05-15,15.502150786308967,0.3761815016950242,16.86,14.1,3
CRAM,2023-05-17,15.68416547178538,0.39990765624846114,17.7,14.1,5
