uid,domainID,siteID,namedLocation,collectDate,identifiedDate,sampleID,sampleCode,referencePhotoID,referencePhotoCode,taxonID,targetTaxaPresent,scientificName,morphospeciesID,taxonRank,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,superfamily,family,subfamily,genus,specificEpithet,infraspecificEpithet,nauplii,zooMinimumLength,zooMaximumLength,zooMeanLength,zooWidth,individualCount,subsampleType,zooSubsampleVolume,estConcentratedSampleVolume,adjCountPerBottle,indeterminateSpecies,sampleCondition,distinctTaxon,taxonDatabaseID,taxonDatabaseName,identificationQualifier,identificationReferences,qcChecked,laboratoryName,internalLabName,identifiedBy,identificationRemarks,identificationHistoryID,dataQF
"fe6b2ebf-20e0-491d-896c-ae76bc81e8f5","D05","LIRO","LIRO.AOS.buoy.c1","2024-07-22T15:39Z","2024-12-11","LIRO.20240722.TOWNET.1","A00000455643",,,"POLSP20","Y","Polyarthra sp.",,"genus","Rotifera",,"Monogonta","Monogononta",,"Pseudotrocha","Ploima",,,"Synchaetidae",,"Polyarthra","sp.",,"N",0.070,0.130,0.100,0.060,71,"fine",2.000,548,19454,"N","condition OK","Y","59270","ITIS",,"Haney, J.F. et al. 2013","Y","Limnopro Aquatic Science, Inc.",,"D. McEwen",,,
"9613335e-d5a2-46cf-a6dc-80c1804f39c7","D05","LIRO","LIRO.AOS.littoral2","2024-07-22T15:39Z","2024-11-21","LIRO.20240722.SCHINDLER.3","A00000455656",,,"CALSP1","Y","Calanoida sp.",,"order","Arthropoda","Crustacea","Maxillopoda","Copepoda","Neocopepoda","Gymnoplea","Calanoida",,,,,,"sp.",,"N",0.380,1.010,0.720,,25,"fine",3.000,25,208,"N","condition OK","Y","85258","ITIS",,"Haney, J.F. et al. 2013","Y","Limnopro Aquatic Science, Inc.",,"D. McEwen",,,
"b426b7ee-bd60-4d29-9163-aae59aa9bd7c","D05","LIRO","LIRO.AOS.buoy.c1","2024-07-22T15:39Z","2024-12-11","LIRO.20240722.TOWNET.1","A00000455643",,,"KERSP","Y","Keratella sp.",,"genus","Rotifera",,"Monogonta","Monogononta",,"Pseudotrocha","Ploima",,,"Brachionidae",,"Keratella","sp.",,"N",0.090,0.120,0.100,0.060,46,"fine",2.000,548,12604,"N","condition OK","Y","58348","ITIS",,"Haney, J.F. et al. 2013","Y","Limnopro Aquatic Science, Inc.",,"D. McEwen",,,
"c04d5c5f-e367-49a9-8db1-62a5d02b47d3","D05","LIRO","LIRO.AOS.buoy.c1","2024-07-22T15:39Z","2024-12-11","LIRO.20240722.TOWNET.1","A00000455643",,,"CALSP1","Y","Calanoida sp.",,"order","Arthropoda","Crustacea","Maxillopoda","Copepoda","Neocopepoda","Gymnoplea","Calanoida",,,,,,"sp.",,"N",0.560,0.780,0.670,,2,"fine",2.000,548,548,"N","condition OK","Y","85258","ITIS",,"Haney, J.F. et al. 2013","Y","Limnopro Aquatic Science, Inc.",,"D. McEwen",,,
"8737074e-47b4-4760-ab7e-330520e9d3ae","D05","LIRO","LIRO.AOS.littoral2","2024-07-22T15:39Z","2024-11-21","LIRO.20240722.SCHINDLER.3","A00000455656",,,"SIDSP1","Y","Sida sp.",,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Paraneoptera","Hemiptera","Auchenorrhyncha","Fulgoroidea","Delphacidae","Delphacinae","Sida","sp.",,"N",1.100,1.100,1.100,0.500,1,"fine",3.000,25,8,"N","condition OK","Y","83863","ITIS",,"Haney, J.F. et al. 2013","Y","Limnopro Aquatic Science, Inc.",,"D. McEwen",,,
"40205c43-7929-430b-afab-2a99313d2213","D05","LIRO","LIRO.AOS.buoy.c1","2024-07-22T15:39Z","2024-12-11","LIRO.20240722.TOWNET.1","A00000455643",,,"CYCSP","Y","Cyclopoida sp.",,"order","Arthropoda","Crustacea","Maxillopoda","Copepoda","Neocopepoda","Podoplea","Cyclopoida",,,,,,"sp.",,"N",0.180,1.250,0.460,,12,"fine",2.000,548,3288,"N","condition OK","Y","88530","ITIS",,"Haney, J.F. et al. 2013","Y","Limnopro Aquatic Science, Inc.",,"D. McEwen",,,
"0e147ff1-ec35-4efc-a71c-c0ed563b96d0","D05","LIRO","LIRO.AOS.littoral1","2024-07-22T15:39Z","2024-12-06","LIRO.20240722.SCHINDLER.2","A00000455655",,,"DAPSP1","Y","Daphnia sp.",,"genus","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",,,"Diplostraca","Cladocera",,"Daphniidae",,"Daphnia","sp.",,"N",0.750,1.590,1.030,,27,"fine",4.000,50,338,"N","condition OK","Y","83873","ITIS",,"Haney, J.F. et al. 2013","Y","Limnopro Aquatic Science, Inc.",,"D. McEwen",,,
"2e528191-a13d-4464-976b-5e48ed815431","D05","LIRO","LIRO.AOS.littoral2","2024-07-22T15:39Z","2024-11-21","LIRO.20240722.SCHINDLER.3","A00000455656",,,"DAPSP1","Y","Daphnia sp.",,"genus","Arthropoda","Crustacea","Branchiopoda","Phyllopoda",,,"Diplostraca","Cladocera",,"Daphniidae",,"Daphnia","sp.",,"N",0.670,1.980,1.030,,84,"fine",3.000,25,700,"N","condition OK","Y","83873","ITIS",,"Haney, J.F. et al. 2013","Y","Limnopro Aquatic Science, Inc.",,"D. McEwen",,,
"9c33b511-b824-46df-9dae-d3d996416224","D05","LIRO","LIRO.AOS.buoy.c1","2024-07-22T15:39Z","2024-12-11","LIRO.20240722.TOWNET.1","A00000455643",,,"GASSP6","Y","Gastropus sp.",,"genus","Rotifera",,"Monogonta","Monogononta",,"Pseudotrocha","Ploima",,,"Gastropodidae",,"Gastropus","sp.",,"N",0.090,0.090,0.090,0.070,2,"fine",2.000,548,548,"N","condition OK","Y","59175","ITIS",,"Haney, J.F. et al. 2013","Y","Limnopro Aquatic Science, Inc.",,"D. McEwen",,,
"36dd1c14-a799-4a41-85c6-59fcd6e2126b","D05","LIRO","LIRO.AOS.littoral2","2024-07-22T15:39Z","2024-11-21","LIRO.20240722.SCHINDLER.3","A00000455656",,,"KERSP","Y","Keratella sp.",,"genus","Rotifera",,"Monogonta","Monogononta",,"Pseudotrocha","Ploima",,,"Brachionidae",,"Keratella","sp.",,"N",0.090,0.130,0.110,0.060,9,"fine",3.000,25,75,"N","condition OK","Y","58348","ITIS",,"Haney, J.F. et al. 2013","Y","Limnopro Aquatic Science, Inc.",,"D. McEwen",,,
